,Target,Importance
6180,Erythroid_Cell | STAG1 | ID:69618,1
6197,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69764,1
6204,HT29_colorectal_adenocarcinoma | JUND | ID:69774,1
6208,HT29_colorectal_adenocarcinoma | POLR2A | ID:69782,1
6212,HT29_colorectal_adenocarcinoma | POLR2A | ID:69786,1
6219,HT29_colorectal_adenocarcinoma | PPARG | ID:69798,1
2164,K562_Erythroblast_Bone_Marrow | TBP | ID:45881,1
515,LNCaP-abl_Epithelium_Prostate | POLR2A | ID:34332,1
6224,HT29_colorectal_adenocarcinoma | NR1H2 | ID:69803,1
6234,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69813,1
6238,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69817,1
530,HeLa_Epithelium_Cervix | SUMO1 | ID:34364,1
2166,K562_Erythroblast_Bone_Marrow | MYC | ID:45883,1
2410,GM12878_B_Lymphocyte_Blood | IRF4 | ID:46128,1
6311,GM12878_B_Lymphocyte_Blood | YY1 | ID:7060,1
483,LNCaP_Epithelium_Prostate | AR | ID:33920,1
6494,MCF-7_Breast | MED1 | ID:71865,1
427,Proerythroblast_Fetal_Liver | GATA1 | ID:33543,1
447,GM12878_B_Lymphocyte_Blood | FAIRE | ID:33607,1
446,Epithelium_Cervix | FAIRE | ID:33606,1
445,HepG2_Epithelium_Liver | FAIRE | ID:33605,1
439,GM12878_B_Lymphocyte_Blood | FAIRE | ID:33595,1
434,T47D_Epithelium_Mammary_Gland | PR | ID:33567,1
431,Monocyte_Blood | CTCF | ID:33556,1
6463,786-O_Epithelium_Kidney | POLR2A | ID:71667,1
6420,LNCaP_Epithelium_Prostate | FOXA1 | ID:71215,1
6476,LNCaP_Epithelium_Prostate | NANOG | ID:71758,1
6481,Breast | FOXA1 | ID:71807,1
6485,MCF-7 | ESR1 | ID:71856,1
6487,MCF-7 | ESR1 | ID:71858,1
6490,MCF-7_Breast | MED1 | ID:71861,1
6491,MCF-7_Breast | NIPBL | ID:71862,1
6421,LNCaP_Epithelium_Prostate | FOXA1 | ID:71216,1
6418,LNCaP_Epithelium_Prostate | FOXA1 | ID:71213,1
6329,HCT-116_Colon_cancer_cell_Colon | MYC | ID:70808,1
6389,HeLa_Epithelium_Cervix | GATAD2B | ID:71067,1
6350,Raji_B_Lymphocyte_Blood | E2F1 | ID:70953,1
6361,MCF-7_Human_Breast_Cancer_Cell_Breast | RUNX1 | ID:70984,1
476,Plasma_Cell | CDK9 | ID:33888,1
6371,HaCaT_Keratinocyte | TP63 | ID:71027,1
475,Plasma_Cell | MED1 | ID:33875,1
2394,GM12878_B_Lymphocyte_Blood | ATF2 | ID:46112,1
6390,HeLa_Epithelium_Cervix | MBD3 | ID:71069,1
2388,ECC-1_Epithelium_Endometrium | TEAD4 | ID:46107,1
6397,VCaP_Epithelium_Prostate | AR | ID:71109,1
2390,GM12878_B_Lymphocyte_Blood | BATF | ID:46109,1
465,LNCaP_Epithelium_Prostate | POLR2A | ID:33802,1
2176,K562_Erythroblast_Bone_Marrow | MYC | ID:45894,1
452,Th1 | TBX21 | ID:33678,1
6409,LNCaP_Epithelium_Prostate | PIAS1 | ID:71204,1
6778,Monocyte_Bone_Marrow | KMT2A | ID:73707,1
6780,Spleen | AFF1 | ID:73709,1
295,Megakaryocyte_Cord_blood | GATA1 | ID:3274,1
99,Hs68_Fibroblast_Foreskin | PHF8 | ID:1629,1
2260,MCF-7_Epithelium_Breast | GATA3 | ID:45981,1
7232,Fibroblast_Fetal_Lung | NEUROG2 | ID:76816,1
103,Endothelial_Cell_Umbilical_Vein | GATA2 | ID:1743,1
7252,B_Lymphocyte | CD74 | ID:76930,1
7255,Snap-frozen_tissue | CNOT3 | ID:76965,1
102,Endothelial_Cell_Umbilical_Vein | GATA2 | ID:1742,1
7279,293T | ZNF716 | ID:77054,1
7225,Fibroblast_Fetal_Lung | NEUROG2 | ID:76809,1
7299,293T | ZNF543 | ID:77096,1
7302,293T | ZNF519 | ID:77103,1
7314,293T | ZNF430 | ID:77126,1
2259,MCF-7_Epithelium_Breast | MYC | ID:45980,1
7328,293T | ZNF273 | ID:77150,1
96,HepG2_Epithelium_Liver | STAG1 | ID:1492,1
2262,MCF-7_Epithelium_Breast | CTCF | ID:45983,1
7222,MM1.S_B_Lymphocyte_Blood | CCND2 | ID:76683,1
7348,293T | ZNF100 | ID:77182,1
7177,LCL_Lymphoblastoid_Blood | YY1 | ID:76304,1
7151,MCF10CA1a_Epithelium_Breast | CTCF | ID:76247,1
7152,MCF10CA1a_Epithelium_Breast | CTCF | ID:76248,1
7153,Epithelium_Breast | CTCF | ID:76249,1
7157,Calu-3_Lung | JUND | ID:76277,1
145,K562_Erythroblast_Bone_Marrow | SETDB1 | ID:2124,1
7173,LCL_Lymphoblastoid_Blood | YY1 | ID:76300,1
7181,GM12878_Lymphoblastoid | NFKB1 | ID:76400,1
7208,NOMO-1_Acute_myeloid_leukemia | BRD9 | ID:76526,1
7183,GM12878_Lymphoblastoid | RELB | ID:76402,1
2226,K562_Erythroblast_Bone_Marrow | ZNF143 | ID:45946,1
126,JURL_MK1_Haematopoietic_Progenitor_Cell_Bone_Marrow | BCL6 | ID:1958,1
7187,Melanocytic_cell | PMEL | ID:76413,1
7192,SK-N-SH_Neuroblastoma_cell_Brain | MAML3 | ID:76420,1
117,IMR90_Fibroblast_Lung | RBL2 | ID:1880,1
7339,293T | ZNF169 | ID:77170,1
7353,MCF-7 | ZSCAN2 | ID:77254,1
7139,Fibroblast_Prostate | AR | ID:76206,1
7445,Macrophage_Blood | MAF | ID:81326,1
7425,T47D_cancer_cells_Breast | PR | ID:81214,1
7428,Monocyte_Blood | TET2 | ID:81224,1
2241,K562_Erythroblast_Bone_Marrow | UBTF | ID:45961,1
33,HeLa_Epithelium_Cervix | E2F1 | ID:1212,1
28,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:1192,1
2251,K562_Erythroblast_Bone_Marrow | EP300 | ID:45972,1
19,HCT-116_Colon | POLR2A | ID:1151,1
40,HeLa_Epithelium_Cervix | TRRAP | ID:1222,1
18,HCT-116_Colon | ELL2 | ID:1144,1
12,H9_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:1085,1
7450,K562_Erythroblast_Bone_Marrow | POLR2A | ID:81394,1
7452,K562_Erythroblast_Bone_Marrow | POLR2A | ID:81396,1
7462,Progenitor_Cells | POLR2A | ID:81575,1
7465,Progenitor_Cells | EP300 | ID:81582,1
38,HeLa_Epithelium_Cervix | GATAD1 | ID:1219,1
7409,Endothelial_Cell_Umbilical_Vein | MYC | ID:8112,1
7355,MCF-7 | ZXDC | ID:77256,1
7386,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:8086,1
7357,MCF-7 | ZNF701 | ID:77258,1
2227,K562_Erythroblast_Bone_Marrow | NELFE | ID:45947,1
92,HepG2_Epithelium_Liver | NR2C2 | ID:1463,1
7367,HepG2_Epithelium_Liver | L3MBTL4 | ID:77271,1
7377,K562_Leukemia | SON | ID:77457,1
90,HepG2_Epithelium_Liver | HNF4A | ID:1448,1
7389,K562_Erythroblast_Bone_Marrow | CTCF | ID:8089,1
45,HeLa_Epithelium_Cervix | C17orf49 | ID:1227,1
80,HeLa-S3_Epithelium_Cervix | STAT1 | ID:1360,1
72,HeLa_Epithelium_Cervix | SMARCA4 | ID:1344,1
7400,HeLa_Epithelium_Cervix | POLR2A | ID:8101,1
61,HeLa_Epithelium_Cervix | POLR2A | ID:1319,1
7402,HepG2_Epithelium_Liver | CTCF | ID:8104,1
2256,Epithelium_Lung | CTCF | ID:45977,1
146,K562_Erythroblast_Bone_Marrow | TRIM28 | ID:2145,1
7135,LNCaP_Epithelium_Prostate | AR | ID:76156,1
285,Stromal_Cell_Adipose | CTCF | ID:3058,1
6925,MCF-7_Breast | ESR1 | ID:74383,1
6904,D283_Med | OTX2 | ID:74344,1
2296,NHEK_Keratinocyte_Skin | CTCF | ID:46017,1
2205,K562_Erythroblast_Bone_Marrow | IRF1 | ID:45925,1
246,U2OS_Bone | ESR1 | ID:2778,1
244,BG03_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:276,1
238,T98G_Brain | CREBBP | ID:2748,1
6929,MCF-7_Breast | RELA | ID:74387,1
2201,K562_Erythroblast_Bone_Marrow | HMGN3 | ID:45920,1
6940,MCF-7_Breast | ESR1 | ID:74401,1
6970,HepG2_Epithelium_Liver | TSC22D4 | ID:74642,1
6973,GM12878_B_Lymphocyte_Blood | USF2 | ID:74645,1
232,RWPE1_Epithelium_Prostate | ERG | ID:2660,1
6975,GM12878_B_Lymphocyte_Blood | ETV6 | ID:74647,1
6977,GM12878_B_Lymphocyte_Blood | TP73 | ID:74649,1
6903,D283_Med | NEUROD1 | ID:74343,1
6888,SF8628_Pontine | POLR2A | ID:74216,1
6984,HepG2_Epithelium_Liver | ZMYM3 | ID:74656,1
6864,T47D_Breast | FOXA1 | ID:74143,1
6802,MCF-7_Breast | FOXA1 | ID:73759,1
6805,MCF-7_Breast | MEN1 | ID:73849,1
2199,K562_Erythroblast_Bone_Marrow | ZMIZ1 | ID:45919,1
6843,endometrioid_adenocarcinoma | ESR1 | ID:73998,1
6852,A549_Epithelium_Lung | NKX2-1 | ID:74052,1
6861,T47D_Breast | ESR1 | ID:74140,1
6865,T47D_Breast | ESR1 | ID:74144,1
2298,NT2-D1_Embryo | SUZ12 | ID:46019,1
6873,MCF-7_Breast | NR3C1 | ID:74155,1
277,T_Lymphocyte_Blood | CREBBP | ID:3038,1
6874,MCF-7_Breast | ESR1 | ID:74157,1
6876,MCF-7_Breast | ESR1 | ID:74159,1
2307,RPTEC_Epithelium_Kidney | CTCF | ID:46028,1
2305,PBDE_Erythroblast_Blood | GATA1 | ID:46026,1
224,NB4_Promyelocytic_cell_Blood | RARA | ID:2464,1
6989,HepG2_Epithelium_Liver | ZMYM3 | ID:74661,1
156,LNCaP_Epithelium_Prostate | FOXA1 | ID:2190,1
7112,Rh4_rhabdomyosarcoma | CTCF | ID:75847,1
7089,Retina | CTCF | ID:75555,1
189,MCF-7_Epithelium_Breast | GATA3 | ID:2324,1
2273,MCF-7_Epithelium_Breast | CTCF | ID:45994,1
7107,Rh4_rhabdomyosarcoma | EP300 | ID:75837,1
181,MCF-7_Epithelium_Breast | ESR1 | ID:2303,1
7109,Rh4_rhabdomyosarcoma | MYOD1 | ID:75839,1
2272,MCF-7_Epithelium_Breast | POLR2A | ID:45993,1
7087,Retina | CTCF | ID:75553,1
2209,K562_Erythroblast_Bone_Marrow | SIRT6 | ID:45929,1
7115,Rh4_rhabdomyosarcoma | BRD4 | ID:75850,1
2268,MCF-7_Epithelium_Breast | MYC | ID:45989,1
161,LNCaP_Epithelium_Prostate | NR3C1 | ID:2243,1
7129,MCF-7_Mammary_Gland | ESR1 | ID:76108,1
7131,LNCaP_Epithelium_Prostate | MYC | ID:76151,1
7088,Retina | CTCF | ID:75554,1
2207,K562_Erythroblast_Bone_Marrow | POLR3A | ID:45927,1
6994,K562_Erythroblast_Bone_Marrow | NRF1 | ID:74666,1
7016,NHEK_Keratinocyte_Skin | GRHL3 | ID:74688,1
6995,K562_Erythroblast_Bone_Marrow | MED1 | ID:74667,1
6997,HepG2_Epithelium_Liver | ZMYM3 | ID:74669,1
219,MR4_Promyelocytic_cell_Bone_Marrow | PML | ID:2448,1
212,MCF-7_Epithelium_Breast | TDRD3 | ID:2400,1
7010,HepG2_Epithelium_Liver | FOXO3 | ID:74682,1
211,MCF-7_Epithelium_Breast | STAG1 | ID:2398,1
208,MCF-7_Epithelium_Breast | STAG1 | ID:2395,1
7078,HeLa | ZBTB48 | ID:75287,1
207,MCF-7_Epithelium_Breast | STAG1 | ID:2394,1
2275,MCF-7_Epithelium_Breast | MYC | ID:45996,1
7050,MO1043 | NOTCH1 | ID:75003,1
200,MCF-7_Epithelium_Breast | RAD21 | ID:2387,1
7064,U2OS | ZBTB48 | ID:75273,1
7069,U2OS | ZBTB48 | ID:75278,1
6179,Jurkat_T_Lymphocyte_Blood | BRD4 | ID:69617,1
3022,293T-Rex | BMI1 | ID:49259,1
6172,GM12878_B_Lymphocyte_Blood | BCLAF1 | ID:6958,1
2548,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:46264,1
5515,HEK293_Epithelium_Embryonic_Kidney | KLF1 | ID:64686,1
958,T_Lymphocyte_Blood | POLR2A | ID:38433,1
956,CMK_Megakaryocyte_Blood | RUNX1 | ID:384,1
949,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:38292,1
5525,HEK293_Epithelium_Embryonic_Kidney | ZSCAN16 | ID:64707,1
943,MCF-7_Epithelium_Breast | CTCF | ID:38203,1
937,FB0167P_Fibroblast | CTCF | ID:38196,1
959,T_Lymphocyte_Blood | POLR2A | ID:38454,1
5542,K562_Erythroblast_Bone_Marrow | SUPT5H | ID:64772,1
5544,K562_Erythroblast_Bone_Marrow | SMARCA5 | ID:64776,1
5547,HEK293_Epithelium_Embryonic_Kidney | REST | ID:64779,1
5552,A549_Epithelium_Lung | FOSL2 | ID:64788,1
5553,A549_Epithelium_Lung | FOSL2 | ID:64789,1
2547,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:46263,1
5511,HEK293_Epithelium_Embryonic_Kidney | ZNF707 | ID:64674,1
962,Pancreatic_Islet | FAIRE | ID:38484,1
5558,A549_Epithelium_Lung | BCL3 | ID:64801,1
985,LoVo_Colon | HOXA13 | ID:38678,1
5444,A549_Epithelium_Lung | NR3C1 | ID:64472,1
5445,A549_Epithelium_Lung | NR3C1 | ID:64473,1
2086,HepG2_Epithelium_Liver | NR2C2 | ID:45800,1
2564,K562_Erythroblast_Bone_Marrow | STAT5A | ID:46280,1
2563,K562_Erythroblast_Bone_Marrow | USF1 | ID:46279,1
2088,HepG2_Epithelium_Liver | CHD2 | ID:45802,1
982,LoVo_Colon | MYC | ID:38663,1
2555,K562_Erythroblast_Bone_Marrow | CTCF | ID:46271,1
5475,K562_Erythroblast_Bone_Marrow | BCOR | ID:64563,1
5476,K562_Erythroblast_Bone_Marrow | BCOR | ID:64564,1
975,LoVo_Colon | ETV7 | ID:38647,1
966,K562_Erythroblast_Bone_Marrow | HSF1 | ID:38582,1
5480,HepG2_Epithelium_Liver | CBX1 | ID:64582,1
5486,K562_Erythroblast_Bone_Marrow | HDAC8 | ID:64617,1
2095,HepG2_Epithelium_Liver | BRCA1 | ID:45809,1
2541,HepG2_Epithelium_Liver | REST | ID:46257,1
5734,HEK293_Epithelium_Embryonic_Kidney | KLF15 | ID:65198,1
832,LNCaP_Epithelium_Prostate | AR | ID:37104,1
5619,HEK293_Epithelium_Embryonic_Kidney | WT1 | ID:64977,1
5620,HEK293_Epithelium_Embryonic_Kidney | WT1 | ID:64978,1
849,H128_Epithelium_Lung | POLR2A | ID:37172,1
846,H2171_Epithelium_Lung | POLR2A | ID:37165,1
2525,HepG2_Epithelium_Liver | MYBL2 | ID:46241,1
5639,HepG2_Epithelium_Liver | TGIF2 | ID:65056,1
561,C4-12 | CHRM2 | ID:34675,1
5618,A549_Epithelium_Lung | HES2 | ID:64963,1
2524,HepG2_Epithelium_Liver | NFIC | ID:46240,1
5672,HEK293_Epithelium_Embryonic_Kidney | OSR2 | ID:65108,1
822,VCaP_Epithelium_Prostate | NR3C1 | ID:37091,1
5679,HEK293_Epithelium_Embryonic_Kidney | FEZF1 | ID:65116,1
2522,HepG2_Epithelium_Liver | TEAD4 | ID:46238,1
5712,HEK293_Epithelium_Embryonic_Kidney | ZNF449 | ID:65165,1
2102,HepG2_Epithelium_Liver | RAD21 | ID:45818,1
5617,A549_Epithelium_Lung | HES2 | ID:64962,1
2096,HepG2_Epithelium_Liver | MXI1 | ID:45810,1
5589,HEK293_Epithelium_Embryonic_Kidney | ZBTB1 | ID:64878,1
5567,HEK293_Epithelium_Embryonic_Kidney | ZNF547 | ID:64830,1
923,Mutu_III_B_Lymphocyte | EBNA3 | ID:38174,1
5579,A549_Epithelium_Lung | NR3C1 | ID:64862,1
911,NB4_Promyelocytic_cell_Blood | EP300 | ID:37976,1
2532,HepG2_Epithelium_Liver | USF1 | ID:46248,1
907,Endothelial_Cell_Umbilical_Vein | ETS1 | ID:37936,1
904,Endothelial_Cell_Umbilical_Vein | EP300 | ID:37931,1
2100,HepG2_Epithelium_Liver | SMC3 | ID:45816,1
901,Endothelial_Cell_Umbilical_Vein | EP300 | ID:37926,1
5595,MCF-7_Epithelium_Breast | MBD2 | ID:64900,1
2098,HepG2_Epithelium_Liver | CEBPB | ID:45814,1
886,ME-1_Leukemia_Cell | CBFB | ID:37607,1
867,Jurkat_E6-1_T_Lymphocyte_Blood | GATA3 | ID:37391,1
5612,K562_Erythroblast_Bone_Marrow | TRIM24 | ID:64947,1
997,LoVo_Colon | HNF4A | ID:38713,1
999,LoVo_Colon | CREM | ID:38717,1
5435,Colon | CTCF | ID:64457,1
5287,K562_Erythroblast_Bone_Marrow | HINFP | ID:64045,1
5257,HepG2_Epithelium_Liver | GATA4 | ID:63974,1
1069,HCT-116_Colon | USP49 | ID:39347,1
5280,A549_Epithelium_Lung | EP300 | ID:64029,1
5281,A549_Epithelium_Lung | EP300 | ID:64030,1
5282,HepG2_Epithelium_Liver | HBP1 | ID:64038,1
2081,HepG2_Epithelium_Liver | CTCF | ID:45795,1
2572,K562_Erythroblast_Bone_Marrow | BCLAF1 | ID:46288,1
5253,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:63970,1
5288,K562_Erythroblast_Bone_Marrow | HINFP | ID:64046,1
5290,Neuron | CTCF | ID:64048,1
5292,K562_Erythroblast_Bone_Marrow | CEBPG | ID:64053,1
5293,K562_Erythroblast_Bone_Marrow | CSDE1 | ID:64060,1
5297,K562_Erythroblast_Bone_Marrow | ATF3 | ID:64076,1
1059,MM1.S_B_Lymphocyte_Blood | MED1 | ID:39017,1
2583,K562_Erythroblast_Bone_Marrow | SRF | ID:46299,1
5252,K562_Erythroblast_Bone_Marrow | ZNF197 | ID:63957,1
1002,LoVo_Colon | CREB3L4 | ID:38721,1
5226,K562_Erythroblast_Bone_Marrow | NFE2 | ID:63878,1
5211,K562_Erythroblast_Bone_Marrow | MCM7 | ID:63845,1
5214,A549_Epithelium_Lung | BCL3 | ID:63855,1
5220,HEK293_Epithelium_Embryonic_Kidney | ZNF138 | ID:63871,1
2588,K562_Erythroblast_Bone_Marrow | HDAC2 | ID:46304,1
5223,GM12878_B_Lymphocyte_Blood | MLLT1 | ID:63875,1
2077,HepG2_Epithelium_Liver | TBP | ID:45791,1
1100,LS180_Epithelium_Colon | SRC | ID:39660,1
1072,Erythroid_Cell | EP300 | ID:39356,1
1091,OCI-Ly7_B_cell_lymphoma_Blood | BCL6 | ID:39572,1
2584,K562_Erythroblast_Bone_Marrow | SP1 | ID:46300,1
5240,A549_Epithelium_Lung | FOSL2 | ID:63917,1
1086,MCF-7_Epithelium_Breast | FOXM1 | ID:39495,1
1075,LX2_Hepatic_Stellate_Cell | VDR | ID:39360,1
5241,A549_Epithelium_Lung | FOSL2 | ID:63918,1
5298,K562_Erythroblast_Bone_Marrow | ATF3 | ID:64077,1
2569,K562_Erythroblast_Bone_Marrow | CEBPB | ID:46285,1
5302,K562_Erythroblast_Bone_Marrow | PBX2 | ID:64083,1
1015,LoVo_Colon | JUND | ID:38758,1
1023,LoVo_Colon | CTCF | ID:38774,1
5380,HeLa-S3_Epithelium_Cervix | NFE2L2 | ID:64299,1
1021,LoVo_Colon | CLOCK | ID:38772,1
5394,K562_Erythroblast_Bone_Marrow | DPF2 | ID:64320,1
5395,HEK293_Epithelium_Embryonic_Kidney | ZNF362 | ID:64321,1
1018,LoVo_Colon | EP300 | ID:38762,1
5405,HEK293_Epithelium_Embryonic_Kidney | ZNF788 | ID:64359,1
5311,A549_Epithelium_Lung | BCL3 | ID:64101,1
5412,GM12878_B_Lymphocyte_Blood | TBX21 | ID:64376,1
5414,K562_Erythroblast_Bone_Marrow | BACH1 | ID:64378,1
1010,LoVo_Colon | GATA4 | ID:38741,1
5425,K562_Erythroblast_Bone_Marrow | KLF16 | ID:64424,1
5426,K562_Erythroblast_Bone_Marrow | KLF16 | ID:64425,1
2084,HepG2_Epithelium_Liver | RCOR1 | ID:45798,1
1031,LoVo_Colon | ZFAT | ID:38796,1
5369,A549_Epithelium_Lung | CEBPB | ID:64280,1
1037,LoVo_Colon | HOXA1 | ID:38817,1
1041,LoVo_Colon | FOXG1 | ID:38827,1
5367,MCF-7_Epithelium_Breast | ZNF592 | ID:64278,1
5362,HEK293_Epithelium_Embryonic_Kidney | ZNF610 | ID:64255,1
1047,LoVo_Colon | NFE2L2 | ID:38850,1
1048,LoVo_Colon | ATF1 | ID:38852,1
5347,A549_Epithelium_Lung | HES2 | ID:64216,1
1051,LoVo_Colon | MECOM | ID:38858,1
5342,K562_Erythroblast_Bone_Marrow | MLLT1 | ID:64187,1
5339,A549_Epithelium_Lung | BCL3 | ID:64183,1
2082,HepG2_Epithelium_Liver | ESRRA | ID:45796,1
5328,K562_Erythroblast_Bone_Marrow | NFRKB | ID:64144,1
5320,A549_Epithelium_Lung | HES2 | ID:64120,1
5316,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:64111,1
5315,K562_Erythroblast_Bone_Marrow | KDM4B | ID:64107,1
5727,HEK293_Epithelium_Embryonic_Kidney | ZBTB6 | ID:65190,1
5667,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:65096,1
5736,HEK293_Epithelium_Embryonic_Kidney | YY1 | ID:65203,1
5933,MCF-7_Breast | ESR1 | ID:68057,1
689,GM19239_Lymphoblastoid_Blood | CTCF | ID:35845,1
5961,C4-2_Prostate | POLR2A | ID:68087,1
590,MCF-7_Epithelium_Breast | POLR2A | ID:35226,1
690,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:35846,1
5953,C4-2_Prostate | AR | ID:68079,1
694,HEK293_Epithelium_Embryonic_Kidney | BRD3 | ID:35874,1
696,WI-38_Fibroblast_Lung | CTCF | ID:35924,1
698,T47D-MTVL_Epithelium_Mammary_Gland | POLR2A | ID:35938,1
5942,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68067,1
2477,H1_Embryonic_Stem_Cell_Embryo | ATF2 | ID:46193,1
5940,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68064,1
5745,HEK293_Epithelium_Embryonic_Kidney | GLIS1 | ID:65214,1
5937,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68061,1
2146,IMR90_Fibroblast_Lung | RAD21 | ID:45862,1
2151,IMR90_Fibroblast_Lung | MAZ | ID:45867,1
6088,MCF-7_Epithelium_Breast | ESR1 | ID:68873,1
584,MCF-7_Epithelium_Breast | POLR2A | ID:35214,1
6090,MCF-7_Epithelium_Breast | ESR1 | ID:68875,1
732,HEK293_Epithelium_Embryonic_Kidney | TTF2 | ID:36230,1
6091,MCF-7_Epithelium_Breast | NR3C1 | ID:68876,1
5903,SUM159R | BRD4 | ID:67808,1
6100,NCCIT_Embryonal_carcinoma_cell | SUZ12 | ID:68960,1
737,Haematopoietic_Progenitor_Cell_Blood | RUNX1 | ID:36244,1
5902,HCC1395 | BRD4 | ID:67806,1
2495,HCT-116_Colon | SRF | ID:46211,1
5899,SUM1315MO2 | BRD4 | ID:67802,1
744,T_Lymphocyte_Blood | POLR2A | ID:36298,1
5884,Hematopoietic_stem_and_progenitor_cell_Fetal_Liver | RUNX1 | ID:67763,1
5967,U2OS_Bone | CRY1 | ID:68102,1
2468,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:46184,1
5878,LNCaP_Epithelium_Prostate | GATA2 | ID:67747,1
649,H295R_Epithelium_Adrenal_Gland | REST | ID:35607,1
618,Endothelial_Cell_Umbilical_Vein | CTCF | ID:35405,1
6081,MCF-7_Epithelium_Breast | FOXA1 | ID:68866,1
619,NHEK_Keratinocyte_Skin | CTCF | ID:35406,1
6073,ZR-75-1_Embryonic_Stem_Cell_Breast | ESR1 | ID:68858,1
6072,ZR-75-1_Embryonic_Stem_Cell_Breast | FOXA1 | ID:68857,1
2429,GM12878_B_Lymphocyte_Blood | MTA3 | ID:46147,1
2430,GM12878_B_Lymphocyte_Blood | SRF | ID:46148,1
645,HeLa-S3_Epithelium_Cervix | SFMBT1 | ID:35569,1
6062,T47D_Embryonic_Stem_Cell_Breast | ESR1 | ID:68846,1
6060,T47D_Embryonic_Stem_Cell_Breast | ESR1 | ID:68844,1
2433,GM12878_B_Lymphocyte_Blood | RAD21 | ID:46150,1
647,Caco-2_Epithelium_Colon | CDX2 | ID:356,1
648,H295R_Epithelium_Adrenal_Gland | REST | ID:35605,1
656,Farage_B_Lymphocyte_Lymph_Node | EZH2 | ID:35647,1
5985,BEAS-2B_Epithelium_Lung | NR3C1 | ID:68223,1
2444,GM12892_Lymphoblastoid_Blood | PAX5 | ID:46160,1
6048,K562_Leukemia_Cell | SPI1 | ID:68825,1
6043,Erythroid_progenitor_Bone_Marrow | GATA2 | ID:68820,1
2448,H1_Embryonic_Stem_Cell_Embryo | RAD21 | ID:46164,1
2158,K562_Erythroblast_Bone_Marrow | JUN | ID:45874,1
6014,Tumor_cells_Brain | RBPJ | ID:68487,1
6007,C4-2B_Epithelium_Prostate | AR | ID:68401,1
2155,K562_Erythroblast_Bone_Marrow | ATF1 | ID:45871,1
678,C4-2B_Epithelium_Prostate | FOXA1 | ID:35768,1
2467,H1_Embryonic_Stem_Cell_Embryo | SIN3A | ID:46183,1
6001,LY2_Breast | ESR1 | ID:68323,1
5998,VCaP_Epithelium_Prostate | AR | ID:68240,1
5987,BEAS-2B_Epithelium_Lung | RELA | ID:68225,1
597,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:35269,1
6103,T47D_Breast | PR | ID:68966,1
6105,T47D_Breast | PR | ID:68968,1
2504,HeLa-S3_Epithelium_Cervix | POLR2A | ID:46220,1
5805,Mesenchymal_Stem_Cell_Umbilical_Cord | E2F1 | ID:67455,1
5800,Cortex_Embryonic_Kidney | SIX2 | ID:67425,1
780,GM12878_B_Lymphocyte_Blood | CTCF | ID:36616,1
2424,GM12878_B_Lymphocyte_Blood | SIX5 | ID:46142,1
5789,GM12878_B_Lymphocyte_Blood | MAX | ID:661,1
573,MCF-7_Epithelium_Breast | ESR1 | ID:35044,1
5788,GM12878_B_Lymphocyte_Blood | JUND | ID:660,1
6140,VCaP_Epithelium_Prostate | AR | ID:69278,1
5786,T47D_Epithelium_Mammary_Gland | ESR1 | ID:6588,1
2511,HepG2_Epithelium_Liver | FOXA2 | ID:46227,1
5781,MCF-7_Epithelium_Breast | ESR1 | ID:6579,1
5780,MCF-7_Epithelium_Breast | ESR1 | ID:6578,1
5779,MCF-7_Epithelium_Breast | ESR1 | ID:6577,1
5776,MCF-7_Epithelium_Breast | CTCF | ID:6574,1
5771,MCF-7_Epithelium_Breast | FOXA1 | ID:6568,1
2515,HepG2_Epithelium_Liver | CREB1 | ID:46231,1
567,MCF-7_Epithelium_Breast | FOXM1 | ID:34995,1
5768,MCF-7_Epithelium_Breast | ESR1 | ID:6565,1
786,HPB-ALL_T_Lymphocyte_Blood | NOTCH1 | ID:36765,1
807,MCF-7_Epithelium_Breast | ESR1 | ID:36834,1
5758,MCF-7_Epithelium_Breast | ESR1 | ID:6555,1
5757,MCF-7_Epithelium_Breast | ESR1 | ID:6553,1
810,MDA-MB-453_Epithelium_Mammary_Gland | FOXA1 | ID:36842,1
2519,HepG2_Epithelium_Liver | HDAC2 | ID:46235,1
6152,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:69293,1
5747,Saos-2_Osteosarcoma_cell_Bone | TP73 | ID:6543,1
