,Target,Weight
815,SKNO-1_Myeloblast_Bone_Marrow | EP300 | ID:36908,-0.06106303
5710,HEK293_Epithelium_Embryonic_Kidney | ZNF549 | ID:65162,-0.061063483
7521,Epithelium_Epididymis | HNF1A | ID:82017,-0.0610943
5950,LNCaP_Epithelium_Prostate | AR | ID:68076,-0.061107405
9400,PANC-1 | Pol2-4H8 | ENCODE,-0.061121494
4844,GM12878_B_Lymphocyte_Blood | ZBTB40 | ID:62937,-0.061132368
5053,Liver | YY1 | ID:63431,-0.06117069
5448,A549_Epithelium_Lung | FOSL2 | ID:64484,-0.06117482
6056,T47D_Embryonic_Stem_Cell_Breast | FOXA1 | ID:68840,-0.061194334
3740,HT29_Epithelium_Colon | SOX9 | ID:53493,-0.061201293
1766,Stromal_Cell_Adipose | PPARG | ID:4495,-0.061212644
5313,A549_Epithelium_Lung | BCL3 | ID:64103,-0.061270982
2617,PANC-1_Pancreas | REST | ID:46331,-0.06127916
910,Endothelial_Cell_Umbilical_Vein | ETS1 | ID:37945,-0.06131574
9251,K562 (IFNg30) | IRF1 | ENCODE,-0.061360206
1833,NHDF-Ad_Fibroblast_Skin | EZH2 | ID:45466,-0.061372288
281,Epithelium_Pancreatic_Islet | CTCF | ID:3053,-0.06143451
3239,LNCaP_Epithelium_Prostate | AR | ID:50102,-0.061436195
2718,Jurkat_T_Lymphocyte_Blood | GABPA | ID:47413,-0.061436456
6947,Colorectal_cancer_cell_line | ELF1 | ID:74429,-0.06148694
7501,HeLa_Adherent_HeLa_cells | POLR2A | ID:81845,-0.06151655
576,MCF-7_Epithelium_Breast | SPDEF | ID:35052,-0.061539378
3419,HUES64_Embryonic_Stem_Cell_Embryo | CTCF | ID:51438,-0.061548896
1443,LoVo_Colon | NFYA | ID:42738,-0.061550077
461,LNCaP_Epithelium_Prostate | POLR2A | ID:33760,-0.061559547
2293,NHDF-neo_Fibroblast_Skin | CTCF | ID:46014,-0.06158779
6880,Pontine | EZH2 | ID:74197,-0.061610132
2373,ECC-1_Epithelium_Endometrium | FOXM1 | ID:46093,-0.061621346
6073,ZR-75-1_Embryonic_Stem_Cell_Breast | ESR1 | ID:68858,-0.06169119
6060,T47D_Embryonic_Stem_Cell_Breast | ESR1 | ID:68844,-0.061750945
1141,GM12870_B_Lymphocyte_Blood | CTCF | ID:39973,-0.06175694
4374,MCF-7_Epithelium_Breast | ESR1 | ID:56903,-0.06176188
1156,U87_Brain | POLR2A | ID:40213,-0.06180529
7226,Fibroblast_Fetal_Lung | NEUROG2 | ID:76810,-0.061823983
9010,HeLa-S3 | c-Myc | ENCODE | 1,-0.061845064
417,TAM_R_Epithelium_Mammary_Gland | ESR1 | ID:33509,-0.061870467
4779,K562_Erythroblast_Bone_Marrow | ZNF24 | ID:62763,-0.06188457
2140,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:45856,-0.06190631
972,IMR90_Fibroblast_Lung | E2F7 | ID:38591,-0.061912034
9314,K562 | TBLR1 | ENCODE | 1,-0.06195293
6737,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73512,-0.061971325
3384,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:50990,-0.06197479
1979,H1_Embryonic_Stem_Cell_Embryo | RAD21 | ID:45689,-0.061991386
6804,MCF-7_Breast | MEN1 | ID:73848,-0.06201686
5806,Mesenchymal_Stem_Cell_Umbilical_Cord | E2F1 | ID:67456,-0.06206774
6259,endometrioid_adenocarcinoma | FOXA1 | ID:69893,-0.06209328
5588,K562_Erythroblast_Bone_Marrow | IRF9 | ID:64875,-0.0621107
390,B_Lymphocyte_Blood | SMARCA4 | ID:33434,-0.06211951
9436,Raji | Pol2 | ENCODE,-0.062183432
5915,Macrophage_Blood | SPI1 | ID:67926,-0.062204108
5084,K562_Erythroblast_Bone_Marrow | MTA2 | ID:63517,-0.06223313
4019,Caco-2_Epithelium_Colon | FOXA2 | ID:55321,-0.062279772
7549,HeLa_Epithelium_Cervix | INTS11 | ID:82184,-0.062285926
257,UPR9_Promyelocytic_cell_Bone_Marrow | PML | ID:2809,-0.062309932
2997,HeLa_Epithelium_Cervix | CPSF3L | ID:49021,-0.06234754
5488,GM12878_B_Lymphocyte_Blood | TRIM22 | ID:64619,-0.062375706
7786,K562_Leukemia | POLR2A | ID:83752,-0.062447183
4245,Prostate | AR | ID:56116,-0.062470496
865,Jurkat_E6-1_T_Lymphocyte_Blood | TCF12 | ID:37389,-0.062496744
1701,MCF-7_Epithelium_Breast | ESR1 | ID:44437,-0.06250739
1138,GM12868_B_Lymphocyte_Blood | CTCF | ID:39970,-0.06252657
4737,K562_Erythroblast_Bone_Marrow | ATF1 | ID:62670,-0.062527604
1265,GM19193_Lymphoblastoid_Blood | POLR2A | ID:41694,-0.06254264
2066,HeLa-S3_Epithelium_Cervix | MYC | ID:45780,-0.0625632
4712,MCF-7_Epithelium_Breast | RFX1 | ID:62624,-0.0626563
4868,HEK293_Epithelium_Embryonic_Kidney | ZNF391 | ID:62986,-0.06268809
1551,MDA-MB-231_Epithelium_Breast | XBP1 | ID:43398,-0.062700965
8744,Fetal_Placenta | DNase.fdr0.01.peaks | Roadmap,-0.062707454
7155,MCF-10A_Epithelium | CTCF | ID:76251,-0.06286417
7890,U937_Pleura | CEBPA | ID:8444,-0.06287337
385,Proerythroblast_Fetal_Liver | TAL1 | ID:33284,-0.06289382
1394,GM2255_Lymphoblastoid_Blood | CTCF | ID:42504,-0.06291314
5023,A549_Epithelium_Lung | HES2 | ID:63374,-0.06297157
3561,Macrophage | FAIRE | ID:52153,-0.06300098
5895,SUM185PE | BRD4 | ID:67796,-0.063058004
6790,B_Lymphocyte_Tonsil | CREBBP | ID:73720,-0.06308803
9437,RPTEC | CTCF | ENCODE,-0.06309019
2350,A549_Epithelium_Lung | E2F6 | ID:46071,-0.06313551
6029,HCT-116_Colon_cancer_cell_Colon | TOP1 | ID:68774,-0.06314005
8916,H1-hESC | CEBPB | ENCODE,-0.06316264
5284,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:64040,-0.06318241
4487,Keratinocyte | TP63 | ID:58189,-0.06318443
1772,B_Lymphocyte_Blood | EZH2 | ID:45184,-0.06318822
2896,Keratinocyte | SNAI2 | ID:48339,-0.06319004
4820,HEK293_Epithelium_Embryonic_Kidney | ZNF518A | ID:62889,-0.06327546
2002,Epithelium | CTCF | ID:45712,-0.06327859
2254,LNCaP_Epithelium_Prostate | CTCF | ID:45975,-0.063281365
4553,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58636,-0.06329415
2729,K562_Erythroblast_Bone_Marrow | CTCF | ID:47477,-0.063326776
874,ME-1_Leukemia_Cell | TBP | ID:37584,-0.06337441
2935,H929_B_Lymphocyte_Bone_Marrow | IRF4 | ID:48632,-0.063375026
2136,Endothelial_Cell_Umbilical_Vein | GATA2 | ID:45852,-0.06345116
9,H9_Embryonic_Stem_Cell_Embryo | SMAD2/3 | ID:1082,-0.06349207
3794,A549_Epithelium_Lung | RELA | ID:5388,-0.06350364
5354,A549_Epithelium_Lung | NR3C1 | ID:64224,-0.063550144
2621,PFSK-1_Neuron_Brain | SIN3A | ID:46335,-0.06355204
2278,MCF-10A_Epithelium_Breast | FOS | ID:45999,-0.06362875
339,MCF-7_Epithelium_Breast | GATA3 | ID:33136,-0.063652694
5846,CFPAC-1_Pancreatic_ductal | ELF3 | ID:67615,-0.06365308
1808,K562_Erythroblast_Bone_Marrow | WHSC1 | ID:45389,-0.063678674
1188,Epithelium_Mammary_Gland | ESR1 | ID:41121,-0.0636906
4059,H3396_Epithelium_Mammary_Gland | ESR1 | ID:5541,-0.06369924
3382,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:50988,-0.06375487
416,T47D_Epithelium_Mammary_Gland | ESR1 | ID:33508,-0.06379767
2704,DU145_Epithelium_Prostate | FOXA1 | ID:47332,-0.063862585
1376,GM19099_Lymphoblastoid_Blood | STAG1 | ID:42427,-0.06387983
5861,LNCaP_Epithelium_Prostate | FOXA1 | ID:67717,-0.06388632
845,Epithelium_Mammary_Gland | HSF1 | ID:37156,-0.063908294
3565,Macrophage | FAIRE | ID:52158,-0.06391275
4115,HCT-116_Colon | PAF1 | ID:55668,-0.06391327
7895,VCaP_Epithelium_Prostate | FOXA1 | ID:84452,-0.06392339
1085,MCF-7_Epithelium_Breast | FOXM1 | ID:39484,-0.06395377
4816,HepG2_Epithelium_Liver | DNMT3B | ID:62875,-0.06397803
2112,HepG2_Epithelium_Liver | POLR2A | ID:45829,-0.06399583
6450,Osteoblast | BRD4 | ID:71255,-0.06401704
1450,LoVo_Colon | GMEB2 | ID:42762,-0.06403104
7877,LNCaP_Epithelium_Prostate | FOXA1 | ID:84345,-0.06413681
1997,Endothelial_Cell_Umbilical_Vein | CTCF | ID:45707,-0.0641991
3422,HUES64_Embryonic_Stem_Cell_Embryo | CTCF | ID:51442,-0.06429262
1222,Monocyte_Blood | IRF1 | ID:41301,-0.06429939
1447,LoVo_Colon | ARNTL | ID:42749,-0.06430405
4732,K562_Erythroblast_Bone_Marrow | NBN | ID:62659,-0.06432053
6838,Thymus | BCL11B | ID:73984,-0.0643206
2880,GM12878_B_Lymphocyte_Blood | EP300 | ID:48309,-0.06443587
1836,NHEK_Keratinocyte_Skin | EZH2 | ID:45490,-0.06446172
751,GM15510_Lymphoblastoid_Blood | RELA | ID:36311,-0.06449177
6987,HepG2_Epithelium_Liver | ZBTB2 | ID:74659,-0.06451211
4975,HEK293_Epithelium_Embryonic_Kidney | ZNF680 | ID:63247,-0.06461848
1801,Myoblast_Skeletal_Muscle | EZH2 | ID:45348,-0.06466466
4148,VCaP_Epithelium_Prostate | SUMO2 | ID:55725,-0.06466976
6679,MCF-7_Breast | ESR1 | ID:72993,-0.06467391
4105,HCT-116_Colon | ELL2 | ID:55647,-0.06468842
6579,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72408,-0.06468877
2503,HeLa-S3_Epithelium_Cervix | GABPA | ID:46219,-0.06470587
6096,ZR-75-30 | EP300 | ID:68918,-0.06472323
6865,T47D_Breast | ESR1 | ID:74144,-0.06473695
3196,NT2-D1_Embryo | POU5F1 | ID:49996,-0.06479379
681,C4-2B_Epithelium_Prostate | AR | ID:35777,-0.064800516
4538,Embryonic_Stem_Cell_Embryo | POU5F1 | ID:58485,-0.064810775
6179,Jurkat_T_Lymphocyte_Blood | BRD4 | ID:69617,-0.06483063
137,K562_Erythroblast_Bone_Marrow | MYC | ID:2090,-0.06486352
5480,HepG2_Epithelium_Liver | CBX1 | ID:64582,-0.0650291
7687,hESC | KDM2B | ID:83147,-0.06505021
6836,293T | ZFP57 | ID:73980,-0.06505582
2723,LS174T_Epithelium_Colon | GATA6 | ID:47432,-0.065073006
191,MCF-7_Epithelium_Breast | POLR2A | ID:2361,-0.06513
6397,VCaP_Epithelium_Prostate | AR | ID:71109,-0.065156125
7959,hESC | PCGF1 | ID:84831,-0.06522384
3582,Keratinocyte | TP63 | ID:52300,-0.06523341
2047,HeLa-S3_Epithelium_Cervix | SMC3 | ID:45759,-0.06529251
5687,HEK293_Epithelium_Embryonic_Kidney | PRDM6 | ID:65125,-0.06529524
3486,HUES64_Embryonic_Stem_Cell_Embryo | SOX2 | ID:51586,-0.06534544
245,THP-1_Monocyte_Blood | VDR | ID:2774,-0.065351315
1158,B_Lymphocyte_Blood | MED1 | ID:40216,-0.065351725
5489,GM12878_B_Lymphocyte_Blood | TRIM22 | ID:64620,-0.06537438
2077,HepG2_Epithelium_Liver | TBP | ID:45791,-0.06543122
185,MCF-7_Epithelium_Breast | FOXA1 | ID:2319,-0.06548873
6882,Pontine | BRD2 | ID:74202,-0.065489076
4833,K562_Erythroblast_Bone_Marrow | ZSCAN29 | ID:62920,-0.065544255
1576,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | POLR2A | ID:43632,-0.06555801
4992,K562_Erythroblast_Bone_Marrow | NKRF | ID:63302,-0.06559948
8243,MDA-MB-231_mDA | POLR2A | ID:86992,-0.06562282
999,LoVo_Colon | CREM | ID:38717,-0.06565316
2173,K562_Erythroblast_Bone_Marrow | HCFC1 | ID:45890,-0.0656535
4022,NCI-H526_Epithelium_Lung | KDM1A | ID:55324,-0.06576544
1638,Cord_blood | TAL1 | ID:44136,-0.0657807
5650,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:65074,-0.065790094
8974,H9_Cell_Line | DNase.fdr0.01.hot | Roadmap,-0.06581726
9430,ProgFib | CTCF | ENCODE,-0.06583257
2479,H1_Embryonic_Stem_Cell_Embryo | TAF7 | ID:46195,-0.06585486
4425,Embryonic_Kidney | CTCF | ID:57283,-0.06589098
109,IMR90_Fibroblast_Lung | RB1 | ID:1871,-0.06591406
2570,K562_Erythroblast_Bone_Marrow | REST | ID:46286,-0.06591996
3291,Monocyte | SPI1 | ID:50365,-0.06602796
5991,BEAS-2B_Epithelium_Lung | NR3C1 | ID:68229,-0.06606157
2930,OCI-Ly3_B_Lymphocyte_Bone_Marrow | SPIB | ID:48625,-0.066062145
7981,Macrophage_Blood | SPI1 | ID:85056,-0.06606369
561,C4-12 | CHRM2 | ID:34675,-0.06606896
7156,MCF-10A_Epithelium | CTCF | ID:76252,-0.0661639
1267,GM19238_Lymphoblastoid_Blood | POLR2A | ID:41696,-0.066208
593,M0-91_Leukemia_Cell | HSF1 | ID:35231,-0.06621238
9181,iPS_DF_6.9_Cell_Line | DNase.fdr0.01.hot | Roadmap,-0.066212475
1036,LoVo_Colon | REST | ID:38814,-0.06625679
5492,Neuron | SMARCA4 | ID:64633,-0.066286735
5613,K562_Erythroblast_Bone_Marrow | TRIM24 | ID:64948,-0.06629166
4275,CWR22Pc_Epithelium_Prostate | AR | ID:56264,-0.06629978
3889,Mesenchymal_Stem_Cell | CEBPB | ID:54126,-0.06633598
6706,B_cell_precursor | IKZF1 | ID:73238,-0.066379495
8517,MCF-7_Epithelium_Breast | T | ID:88587,-0.06640925
1605,BE2-C_Neuroblast_Brain | HOXC9 | ID:43894,-0.06643134
7854,K562_Erythroblast_Bone_Marrow | TAL1 | ID:84246,-0.066492215
9115,HepG2 | Rad21 | ENCODE,-0.06653916
1379,GM19193_Lymphoblastoid_Blood | CTCF | ID:42430,-0.066547416
1764,SGBS_Adipocyte_Adipose | PPARG | ID:4493,-0.066621244
8965,H1-hESC | TAF7 | ENCODE,-0.066650815
4830,HepG2_Epithelium_Liver | FOXK2 | ID:62913,-0.066684805
7147,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76219,-0.06670596
4991,K562_Erythroblast_Bone_Marrow | NKRF | ID:63301,-0.06672486
2875,GM12878_B_Lymphocyte_Blood | REST | ID:48304,-0.066750035
6669,Cardiomyocyte | GATA4 | ID:72959,-0.066782475
5741,HEK293_Epithelium_Embryonic_Kidney | ZNF680 | ID:65208,-0.066843756
8746,Fetal_Stomach | DNase.all.peaks | Roadmap,-0.0668477
998,LoVo_Colon | YY1 | ID:38716,-0.066870846
7434,Stem_cell | POLR2A | ID:81287,-0.06689297
5233,HEK293_Epithelium_Embryonic_Kidney | ZXDB | ID:63902,-0.06694673
6411,LNCaP_Epithelium_Prostate | PIAS1 | ID:71206,-0.066969134
2893,Keratinocyte | SNAI2 | ID:48334,-0.0670116
5556,HepG2_Epithelium_Liver | CREM | ID:64798,-0.067094415
3238,LNCaP_Epithelium_Prostate | AR | ID:50100,-0.06710809
1070,Erythroid_Cell | KLF1 | ID:39350,-0.067154996
3546,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:5198,-0.06717013
6685,MCF-7_Breast | ESR1 | ID:72999,-0.06721767
4259,LNCaP_Epithelium_Prostate | AR | ID:56207,-0.06722304
7807,K562_Lymphoblast | HOXA13 | ID:83918,-0.06727597
5309,MCF-7_Epithelium_Breast | CTBP1 | ID:64093,-0.06737253
3065,Leukemic_Blast_Cell | RUNX1 | ID:49536,-0.06738717
4028,K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55343,-0.06741406
5624,K562_Erythroblast_Bone_Marrow | RFX1 | ID:64988,-0.06741829
3445,HUES64_Embryonic_Stem_Cell_Embryo | GATA6 | ID:51478,-0.06745465
1457,LoVo_Colon | RAD21 | ID:42798,-0.0674693
8823,GM12878 | PML | ENCODE,-0.06749812
5528,GM12878_B_Lymphocyte_Blood | IKZF1 | ID:64734,-0.06749838
7005,HepG2_Epithelium_Liver | ZMYM3 | ID:74677,-0.0675055
3322,GM12892_Lymphoblastoid_Blood | CTCF | ID:5044,-0.06754257
2494,HCT-116_Colon | TEAD4 | ID:46210,-0.067547
6154,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:69295,-0.06759455
1970,GM20000_Lymphoblastoid_Blood | CTCF | ID:45680,-0.067594655
1607,Endothelial_Cell_Artery | T | ID:43975,-0.06764123
5751,Saos-2_Osteosarcoma_cell_Bone | TP53 | ID:6547,-0.067660324
5187,HEK293_Epithelium_Embryonic_Kidney | ZNF264 | ID:63773,-0.06768648
8578,THP-1_Monocyte_Blood | VDR | ID:88952,-0.06769061
5308,HEK293_Epithelium_Embryonic_Kidney | KLF8 | ID:64092,-0.067714386
3804,T47D_Epithelium_Mammary_Gland | ESR1 | ID:53961,-0.067720614
413,MCF-7_Epithelium_Breast | ESR1 | ID:33504,-0.0677361
2600,MCF-7_Epithelium_Breast | TEAD4 | ID:46315,-0.06773621
2064,HeLa-S3_Epithelium_Cervix | MAX | ID:45778,-0.06773894
5782,MCF-7_Epithelium_Breast | ESR1 | ID:6580,-0.06779257
2955,P493-6_B_cell_lymphoma | MYC | ID:48779,-0.06779481
8036,A549_Epithelium_Lung | BRD4 | ID:85405,-0.06785935
6934,MCF-7_Breast | ESR1 | ID:74395,-0.06787207
1137,Cortex | EP300 | ID:39938,-0.06790997
61,HeLa_Epithelium_Cervix | POLR2A | ID:1319,-0.067915395
5244,K562_Erythroblast_Bone_Marrow | HDGF | ID:63921,-0.06794477
3696,TSU-1621-MT | SPI1 | ID:53298,-0.06803507
826,LNCaP_Epithelium_Prostate | POLR2A | ID:37095,-0.06804363
3292,Monocyte | SPI1 | ID:50367,-0.06805789
4716,iPSC | STAT1 | ID:62629,-0.06809124
1193,Epithelium_Mammary_Gland | ESR1 | ID:41136,-0.068156734
7270,293T | ZNF786 | ID:77037,-0.068238266
3266,IMR90_Fibroblast_Lung | HIRA | ID:50174,-0.06824055
891,U937_Pleura | MYH11 | ID:37625,-0.068243384
3524,Colon | POLR2A | ID:51845,-0.068292946
8242,BJ_Fibroblast_Skin | FOXA2 | ID:86987,-0.06830193
2536,HepG2_Epithelium_Liver | RAD21 | ID:46252,-0.06831209
1485,GP5d_Colon | REST | ID:42929,-0.068383545
8687,CD3_Primary_Cells_Peripheral_ | DNase.fdr0.01.peaks | Roadmap,-0.068418
5229,A549_Epithelium_Lung | BCL3 | ID:63885,-0.06843783
4054,786-O_Epithelium_Kidney | SPI1 | ID:55393,-0.06844245
1000,LoVo_Colon | GLI2 | ID:38718,-0.068514556
8012,HCT-116_Colon | CTCF | ID:85286,-0.06854344
1753,Keratinocyte_Foreskin | TP53 | ID:44762,-0.06855084
9405,Pancreas | DNase.fdr0.01.peaks | Roadmap,-0.06857411
6100,NCCIT_Embryonal_carcinoma_cell | SUZ12 | ID:68960,-0.06859109
3684,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53253,-0.06864168
8228,Breast | NR3C1 | ID:86897,-0.0686817
5386,HEK293_Epithelium_Embryonic_Kidney | ZNF837 | ID:64308,-0.06869896
9182,iPS_DF_6.9_Cell_Line | DNase.fdr0.01.peaks | Roadmap,-0.06874539
2311,SH-SY5Y_Bone_Marrow | GATA2 | ID:46032,-0.06874911
872,Epithelium_Mammary_Gland | FAIRE | ID:37580,-0.06877959
6798,resting_Blood | POLR2A | ID:73734,-0.06880613
2856,GM12878_B_Lymphocyte_Blood | EP300 | ID:48272,-0.0688245
5988,BEAS-2B_Epithelium_Lung | RELA | ID:68226,-0.068837166
5807,Mesenchymal_Stem_Cell_Umbilical_Cord | E2F1 | ID:67457,-0.068890154
1553,T47D_Epithelium_Mammary_Gland | XBP1 | ID:43400,-0.068972245
3734,SH-SY5Y_Bone_Marrow | KDM1A | ID:53468,-0.069000185
6276,293T | TET2 | ID:70097,-0.06908671
3697,TSU-1621-MT | SPI1 | ID:53299,-0.06911638
6951,Endothelial_Cell_Umbilical_Vein | PROX1 | ID:74485,-0.06917932
472,NCCIT_Embryo | POU5F1 | ID:33866,-0.06922865
7760,Breast | NR3C1 | ID:83616,-0.06934644
2737,U2OS_Bone | POLR2A | ID:47494,-0.069355346
8267,MCF-7_Epithelium_Breast | GRHL2 | ID:87119,-0.0693555
4888,K562_Erythroblast_Bone_Marrow | MBD2 | ID:63028,-0.069424324
2463,H1_Embryonic_Stem_Cell_Embryo | SP4 | ID:46179,-0.06947249
7966,MCF-7_Epithelium_Breast | ZFX | ID:84927,-0.06947787
2110,HepG2_Epithelium_Liver | MYC | ID:45827,-0.06951906
1668,LNCaP_Epithelium_Prostate | AR | ID:44326,-0.0695526
1847,A549_Epithelium_Lung | MAX | ID:45553,-0.069567375
6895,MV4;11_Acute_myeloid_leukemia | CDK9 | ID:74308,-0.069568954
5975,SKNO-1_Myeloblast_Bone_Marrow | KDM1A | ID:68121,-0.06958367
2968,MCF-7_Epithelium_Breast | POLR2A | ID:48829,-0.06958582
4527,LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58357,-0.06959096
7569,MCF-7_Epithelium_Breast | ESR1 | ID:82326,-0.06971322
1596,VCaP_Epithelium_Prostate | AR | ID:43853,-0.06972045
8981,HCM | CTCF | ENCODE,-0.069732144
7339,293T | ZNF169 | ID:77170,-0.06974545
6732,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73507,-0.06976259
8038,LS174T_Epithelium_Colon | POLR2A | ID:8542,-0.069790594
33,HeLa_Epithelium_Cervix | E2F1 | ID:1212,-0.06982855
8609,BCBL1_B_cell_lymphoma | SMC1A | ID:9317,-0.070005305
3680,MRC5_Fibroblast_Lung | POLR2A | ID:53125,-0.07008828
7932,HCC70_Epithelium_Breast | STAT3 | ID:84620,-0.07010947
4063,HeLa_Epithelium_Cervix | NELFA | ID:55466,-0.07012151
5458,A549_Epithelium_Lung | EP300 | ID:64534,-0.070273265
1660,LNCaP_Epithelium_Prostate | E2F1 | ID:44317,-0.07036133
6006,C4-2B_Epithelium_Prostate | AR | ID:68399,-0.07042932
2851,GM12878_B_Lymphocyte_Blood | REST | ID:48267,-0.07044139
3753,T_Lymphocyte_Blood | STAT5B | ID:53631,-0.07046267
1132,HCT-116_Colon | ZC3H8 | ID:39918,-0.07047496
4879,HEK293_Epithelium_Embryonic_Kidney | ZNF8 | ID:63007,-0.070529535
7127,MCF-7_Mammary_Gland | ESR1 | ID:76106,-0.0705323
6350,Raji_B_Lymphocyte_Blood | E2F1 | ID:70953,-0.070543036
2054,HeLa-S3_Epithelium_Cervix | HCFC1 | ID:45767,-0.07060049
2189,K562_Erythroblast_Bone_Marrow | CTCF | ID:45908,-0.07061556
8740,Fetal_Muscle_Trunk | DNase.fdr0.01.peaks | Roadmap,-0.070638336
1306,HCT-116_Colon | CTCF | ID:42150,-0.0706438
7903,SH-EP-NMYCER | POLR2A | ID:84518,-0.07070295
3842,MCF-7_Epithelium_Breast | PR | ID:54015,-0.07071792
9334,MCF10A-Er-Src (4OHTAM_1uM_12hr) | c-Fos | ENCODE,-0.07074749
3723,T47D_Epithelium_Mammary_Gland | CHD8 | ID:53396,-0.07078441
7648,Breast | ESR1 | ID:82845,-0.07079674
1481,GP5d_Colon | KLF5 | ID:42925,-0.07083936
736,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:36235,-0.070863925
6310,U2OS_Bone | MYC | ID:70569,-0.07086641
6687,MCF-7_Breast | CTCF | ID:73001,-0.0708689
1505,MM1.S_B_Lymphocyte_Blood | BRD3 | ID:43052,-0.07091988
878,ME-1_Leukemia_Cell | TAL1 | ID:37596,-0.070967115
3368,KB_Cell_Epithelium_HeLa_contaminant | RELA | ID:50892,-0.071039096
976,LoVo_Colon | NFYA | ID:38650,-0.07103997
1717,VCaP_Epithelium_Prostate | AR | ID:44580,-0.07105037
7708,TTC1240_Malignant_rhabdoid_tumor | SMARCA4 | ID:83225,-0.07109403
5799,Cortex_Embryonic_Kidney | SIX2 | ID:67424,-0.07116572
6417,LNCaP_Epithelium_Prostate | FOXA1 | ID:71212,-0.07116976
6144,VCaP_Epithelium_Prostate | AR | ID:69282,-0.071181744
3810,T47D_Epithelium_Mammary_Gland | EP300 | ID:53970,-0.0711935
1720,VCaP_Epithelium_Prostate | AR | ID:44583,-0.07119911
8650,A549 | Rad21 | ENCODE,-0.07120324
6093,MCF-7_Epithelium_Breast | NR3C1 | ID:68878,-0.07121235
6121,HuRef_Lymphoblastoid | CENPT | ID:69236,-0.07121522
3766,Embryonic_Stem_Cell | POLR2A | ID:53660,-0.07121594
7945,HeLa_Epithelium_Cervix | SMC3 | ID:84734,-0.07122359
7455,Monocyte_Blood | RELA | ID:81421,-0.071236946
6257,endometrioid_adenocarcinoma | POLR2A | ID:69889,-0.07124037
4594,TF-1_Erythroblast_Bone_Marrow | RAD21 | ID:58881,-0.07125302
9011,HeLa-S3 | COREST | ENCODE,-0.07128541
5922,DND-41_Leukemia_Cell | KDM2B | ID:68017,-0.07129044
3567,GM00011_Fibroblast_Fetal_Skin | TP53 | ID:52167,-0.071320735
4129,HeLa_Epithelium_Cervix | POLR2M | ID:5569,-0.071434915
2329,WI-38_Fibroblast_Lung | CTCF | ID:46050,-0.07144283
7612,HCT-116_colorectal_adenocarcinoma_HCT116 | TP53 | ID:82545,-0.07156595
5990,BEAS-2B_Epithelium_Lung | NR3C1 | ID:68228,-0.071645096
8592,HeLa_Epithelium_Cervix | HCFC1 | ID:9205,-0.07164962
2899,Keratinocyte | SNAI2 | ID:48342,-0.071670786
6507,HepG2_hepatocellular_carcinoma | NIPBL | ID:71878,-0.07167664
3780,Jurkat_T_Lymphocyte_Blood | TAT | ID:53704,-0.07172642
8143,SUM44_Breast | ESR1 | ID:86210,-0.071755864
6407,LNCaP_Epithelium_Prostate | RELA | ID:71202,-0.07185386
2883,GM12878_B_Lymphocyte_Blood | SPI1 | ID:48314,-0.0718639
4745,MCF-7_Epithelium_Breast | CEBPG | ID:62690,-0.07186613
3646,MCF-7_Epithelium_Breast | ESR1 | ID:52637,-0.07186817
1993,HA-sp_Astrocyte_Spinal_Cord | CTCF | ID:45703,-0.07187153
4781,HEK293_Epithelium_Embryonic_Kidney | ZNF71 | ID:62768,-0.071887806
5237,A549_Epithelium_Lung | EP300 | ID:63909,-0.071892016
7609,LNCaP_Epithelium_Prostate | AR | ID:82537,-0.07194101
1501,MM1.S_B_Lymphocyte_Blood | BRD2 | ID:43046,-0.071942694
3576,H9_Embryonic_Stem_Cell_Embryo | SMARCA4 | ID:5227,-0.07195774
4836,A549_Epithelium_Lung | CEBPB | ID:62928,-0.07198661
6919,D-341 | OTX2 | ID:74359,-0.07201075
2743,P493-6_B_cell_lymphoma | POLR2A | ID:47552,-0.07205098
1392,GM19240_Lymphoblastoid_Blood | STAG1 | ID:42502,-0.07215985
723,Epithelium_Mammary_Gland | ESR1 | ID:36109,-0.072172694
9092,HepG2 | JunD | ENCODE,-0.072172865
7632,BJ_Fibroblast_Skin | FOXA2 | ID:82643,-0.07218106
2759,KATO_III_Stomach | GATA4 | ID:47602,-0.07221703
1020,LoVo_Colon | SP1 | ID:38771,-0.072260916
1075,LX2_Hepatic_Stellate_Cell | VDR | ID:39360,-0.072262116
1862,AG09319_Fibroblast_Gingiva | CTCF | ID:45568,-0.072272345
