,Target,Importance
4818,K562_Erythroblast_Bone_Marrow | SMARCE1 | ID:62880,1
5252,K562_Erythroblast_Bone_Marrow | ZNF197 | ID:63957,1
5271,HEK293_Epithelium_Embryonic_Kidney | KLF7 | ID:64010,1
4844,GM12878_B_Lymphocyte_Blood | ZBTB40 | ID:62937,1
5261,MCF-7_Epithelium_Breast | NBN | ID:63978,1
5258,HepG2_Epithelium_Liver | GATA4 | ID:63975,1
4825,K562_Erythroblast_Bone_Marrow | DIDO1 | ID:62904,1
8869,GM12891 | PU.1 | ENCODE,1
5250,HEK293_Epithelium_Embryonic_Kidney | ZNF641 | ID:63952,1
8983,HCT-116 | CTCF | ENCODE,1
5247,HepG2_Epithelium_Liver | SSRP1 | ID:63942,1
8981,HCM | CTCF | ENCODE,1
1973,H1_Embryonic_Stem_Cell_Embryo | GTF2F1 | ID:45683,1
8978,HA-sp | CTCF | ENCODE,1
1970,GM20000_Lymphoblastoid_Blood | CTCF | ID:45680,1
8979,HBMEC | CTCF | ENCODE,1
5251,K562_Erythroblast_Bone_Marrow | ZNF197 | ID:63956,1
5272,HEK293_Epithelium_Embryonic_Kidney | KLF7 | ID:64011,1
8985,HCT-116 | Pol2 | ENCODE,1
4846,A549_Epithelium_Lung | CEBPB | ID:62939,1
8868,GM12891 | POU2F2 | ENCODE,1
1845,A549_Epithelium_Lung | CTCF | ID:45551,1
5265,A549_Epithelium_Lung | FOSL2 | ID:63983,1
8977,HAc | CTCF | ENCODE,1
8866,GM12891 | Pol2 | ENCODE,1
8871,GM12891 | YY1 | ENCODE,1
5253,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:63970,1
4833,K562_Erythroblast_Bone_Marrow | ZSCAN29 | ID:62920,1
1846,A549_Epithelium_Lung | POLR2A | ID:45552,1
8984,HCT-116 | Pol2-4H8 | ENCODE,1
5270,K562_Erythroblast_Bone_Marrow | ZNF589 | ID:64009,1
5275,A549_Epithelium_Lung | CEBPB | ID:64016,1
4841,A549_Epithelium_Lung | BCL3 | ID:62933,1
560,SEM_Pre-B_Lymphocyte | RUNX1 | ID:34568,0
54,HeLa_Epithelium_Cervix | PHF8 | ID:1308,0
8975,H9_Cell_Line | DNase.fdr0.01.peaks | Roadmap,0
638,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | BCL6 | ID:35517,0
8651,A549 (EtOH_0.02pct) | Sin3Ak-20 | ENCODE,0
266,VCaP_Epithelium_Prostate | AR | ID:2911,0
8374,Breast | FOXA1 | ID:87788,0
8650,A549 | Rad21 | ENCODE,0
9007,HeLa-S3 | CHD2 | ENCODE,0
5,H9_Embryonic_Stem_Cell_Embryo | FOXP1 | ID:1012,0
425,MCF-7_Epithelium_Breast | ESR1 | ID:33526,0
9009,HeLa-S3 | c-Myc | ENCODE,0
52,HeLa_Epithelium_Cervix | NR3C1 | ID:1304,0
9430,ProgFib | CTCF | ENCODE,0
9392,NT2-D1 | YY1 | ENCODE,0
9008,HeLa-S3 | c-Jun | ENCODE,0
8611,LCL_Lymphoblastoid_Blood | NIPBL | ID:9320,0
35,HeLa-S3_Epithelium_Cervix | ELK4 | ID:1214,0
462,LNCaP_Epithelium_Prostate | POLR2A | ID:33764,0
232,RWPE1_Epithelium_Prostate | ERG | ID:2660,0
31,HeLa_Epithelium_Cervix | CTCF | ID:1203,0
9469,WERI-Rb-1 | CTCF | ENCODE,0
8604,LNCaP_Epithelium_Prostate | AR | ID:9261,0
8662,AG09309 | CTCF | ENCODE,0
9037,HeLa-S3 | Pol2 | ENCODE,0
32,HeLa_Epithelium_Cervix | DDX5 | ID:1208,0
8998,HeLa-S3 | BAF155 | ENCODE,0
211,MCF-7_Epithelium_Breast | STAG1 | ID:2398,0
9378,NH-A | CTCF | ENCODE,0
8334,CLB-Ga_Neuroblastoma_cell | HAND2 | ID:87612,0
9380,NHDF-Ad | CTCF | ENCODE,0
8381,Breast | AR | ID:87796,0
9081,HepG2 | FOXA1 | ENCODE,0
8608,BCBL1_B_cell_lymphoma | CTCF | ID:9316,0
469,NB4_Promyelocytic_cell_Blood | POLR2A | ID:33862,0
8556,Keratinocyte | PRMT1 | ID:88886,0
8138,K562_Erythroblast_Bone_Marrow | ZBTB7A | ID:86198,0
573,MCF-7_Epithelium_Breast | ESR1 | ID:35044,0
424,MCF-7_Epithelium_Breast | ESR1 | ID:33525,0
465,LNCaP_Epithelium_Prostate | POLR2A | ID:33802,0
8380,Breast | AR | ID:87795,0
216,MCF-7_Epithelium_Breast | TRIM24 | ID:2404,0
651,Neural_crest_cell_Cranial | FAIRE | ID:35627,0
9026,HeLa-S3 | JunD | ENCODE,0
464,LNCaP_Epithelium_Prostate | POLR2A | ID:33799,0
9385,NHEK | CTCF | ENCODE | 2,0
250,U2OS_Bone | TRIM28 | ID:2781,0
8526,Fibroblast | EP300 | ID:88622,0
9460,T-47D (Estradiol_10nM) | ERalpha | ENCODE,0
441,Epithelium_Cervix | FAIRE | ID:33599,0
9437,RPTEC | CTCF | ENCODE,0
8966,H1-hESC | TBP | ENCODE,0
8163,VCaP_Epithelium_Prostate | AR | ID:8651,0
458,BJ_Fibroblast_Skin | MYC | ID:33720,0
8624,H1_Embryonic_Stem_Cell_Embryo | PRDM14 | ID:966,0
434,T47D_Epithelium_Mammary_Gland | PR | ID:33567,0
9438,SAEC | CTCF | ENCODE,0
8590,RPMI-8402_T_cell_leukemia_Blood | TAL1 | ID:9199,0
8593,HeLa_Epithelium_Cervix | HCFC1 | ID:9206,0
488,MM1.S_B_Lymphocyte_Blood | POLR2A | ID:33936,0
479,NHEK_Keratinocyte_Skin | GRHL3 | ID:33916,0
9019,HeLa-S3 | ELK4 | ENCODE,0
8631,A549 (EtOH_0.02pct) | CTCF | ENCODE,0
8161,C4-2_Prostate | BRD4 | ID:86456,0
552,Raji_B_Lymphocyte_Blood | PAX5 | ID:34475,0
553,Namalwa_B_Lymphocyte | PAX5 | ID:34476,0
8986,HCT-116 | TCF7L2 | ENCODE,0
9447,SK-N-SH_RA | CTCF | ENCODE | 1,0
9058,HeLa-S3 | ZNF274 | ENCODE,0
8157,MOLT-4_T_Lymphoblast | BRD4 | ID:86433,0
8341,MCF-7_Epithelium_Breast | CTCF | ID:87646,0
8630,A549 (DEX_100nM) | CTCF | ENCODE,0
8591,RPMI-8402_T_cell_leukemia_Blood | TAL1 | ID:9201,0
9443,SK-N-SH | NRSF | ENCODE,0
8145,MCF-7_Epithelium_Breast | ESR1 | ID:86213,0
40,HeLa_Epithelium_Cervix | TRRAP | ID:1222,0
8592,HeLa_Epithelium_Cervix | HCFC1 | ID:9205,0
480,NHEK_Keratinocyte_Skin | WDR5 | ID:33917,0
8342,MCF-7_Epithelium_Breast | CTCF | ID:87647,0
8158,HeLa_Cervical_Carcinoma | CTCF | ID:86441,0
9414,Penis_Foreskin_Fibroblast_Primary_Cells_skin02 | DNase.all.peaks | Roadmap,0
8585,RPMI-8402_T_cell_leukemia_Blood | TCF7L1 | ID:9194,0
8153,HeLa_Adherent_HeLa_cells | POLR2A | ID:86378,0
8582,AGS_gastric_cancer_cell_line | STAT3 | ID:89056,0
641,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | NCOR2 | ID:35525,0
433,T47D_Epithelium_Mammary_Gland | PR | ID:33566,0
38,HeLa_Epithelium_Cervix | GATAD1 | ID:1219,0
8355,MCF-7_Epithelium_Breast | ESR1 | ID:87688,0
9050,HeLa-S3 | TBP | ENCODE,0
9051,HeLa-S3 | TCF7L2 | ENCODE,0
8958,H1-hESC | SIX5 | ENCODE,0
8171,Embryonic_Stem_Cell | POU5F1 | ID:86531,0
561,C4-12 | CHRM2 | ID:34675,0
8170,VCaP_Epithelium_Prostate | AR | ID:8653,0
454,Th2 | GATA3 | ID:33680,0
50,HeLa_Epithelium_Cervix | NR3C1 | ID:1301,0
8596,HeLa_Epithelium_Cervix | YY1 | ID:9213,0
9399,PANC-1 | NRSF | ENCODE,0
9455,Small_Intestine | DNase.fdr0.01.hot | Roadmap,0
8164,VCaP_Epithelium_Prostate | AR | ID:8652,0
8962,H1-hESC | SRF | ENCODE,0
8146,MCF-7_Epithelium_Breast | ESR1 | ID:86282,0
9453,SK-N-SH | TAF1 | ENCODE,0
8143,SUM44_Breast | ESR1 | ID:86210,0
8344,MCF-7_Epithelium_Breast | CTCF | ID:87650,0
8167,SKMEL5_melanoma | POLR2A | ID:86525,0
9015,HeLa-S3 | E2F1 | ENCODE,0
8595,HeLa_Epithelium_Cervix | GABPA | ID:9212,0
42,HeLa_Epithelium_Cervix | CCDC101 | ID:1224,0
9055,HeLa-S3 | USF2 | ENCODE,0
8640,A549 (DEX_500pM) | GR | ENCODE,0
642,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | BCOR | ID:35528,0
8543,LCL_Lymphoblastoid_Blood | BRD4 | ID:88724,0
8639,A549 (DEX_100nM) | GR | ENCODE,0
8946,H1-hESC | p300 | ENCODE,0
8831,GM12878 | POU2F2 | ENCODE,0
9090,HepG2 (forskolin) | HSF1 | ENCODE,0
139,K562_Erythroblast_Bone_Marrow | NFYB | ID:2095,0
8468,MCF-7_Epithelium_Breast | CTCF | ID:88275,0
9165,HUVEC | Pol2 | ENCODE | 2,0
8770,GM12874 | CTCF | ENCODE,0
8773,GM12878 | ATF3 | ENCODE,0
9167,IMR90 | CEBPB | ENCODE,0
8870,GM12891 | TAF1 | ENCODE,0
137,K562_Erythroblast_Bone_Marrow | MYC | ID:2090,0
178,MCF-7_Epithelium_Breast | ESR1 | ID:2298,0
9269,K562 | p300 | ENCODE,0
313,MDA-231_Epithelium_Mammary_Gland | HOTAIR | ID:32852,0
8787,GM12878 | CTCF | ENCODE | 1,0
9275,K562 | Pol2(b) | ENCODE,0
9266,K562 | NR2F2 | ENCODE,0
9265,K562 | NF-YB | ENCODE,0
9264,K562 | NF-YA | ENCODE,0
8789,GM12878 | CTCF | ENCODE | 3,0
176,MCF-7_Epithelium_Breast | ESR1 | ID:2296,0
9176,iPS_DF_19.11_Cell_Line | DNase.all.peaks | Roadmap,0
8293,hESC | KDM2B | ID:87390,0
8418,MCF-7_Epithelium_Breast | ESR1 | ID:87947,0
9261,K562 | Mxi1 | ENCODE,0
143,K562_Erythroblast_Bone_Marrow | RUNX1 | ID:2122,0
179,MCF-7_Epithelium_Breast | ESR1 | ID:2299,0
136,K562_Erythroblast_Bone_Marrow | JUN | ID:2078,0
270,VCaP_Epithelium_Prostate | FOXA1 | ID:2919,0
8408,H358_Lung | STAT1 | ID:87922,0
8406,K562_Erythroblast_Bone_Marrow | KDM5B | ID:8792,0
8222,Epithelium | POLR2A | ID:86866,0
9287,K562 | PU.1 | ENCODE,0
8759,Gliobla | CTCF | ENCODE,0
181,MCF-7_Epithelium_Breast | ESR1 | ID:2303,0
8223,Epithelium | POLR2A | ID:86867,0
8224,Breast | FOXA1 | ID:86889,0
9161,HUVEC | Pol2-4H8 | ENCODE,0
8225,Breast | GATA3 | ID:86894,0
8226,Breast | GATA3 | ID:86895,0
9282,K562 | Pol2 | ENCODE | 2,0
619,NHEK_Keratinocyte_Skin | CTCF | ID:35406,0
8761,GM06990 | CTCF | ENCODE,0
8230,Breast | NR3C1 | ID:86899,0
348,MCF-7_Epithelium_Breast | GATA3 | ID:33148,0
312,HeLa_Epithelium_Cervix | TERC | ID:32850,0
8471,22RV1_Epithelium_Prostate | AR | ID:88283,0
620,NHLF_Fibroblast_Lung | CTCF | ID:35412,0
134,K562_Erythroblast_Bone_Marrow | GATA1 | ID:2001,0
8875,GM12892 | Pol2-4H8 | ENCODE,0
135,K562_Erythroblast_Bone_Marrow | GATA2 | ID:2002,0
8872,GM12892 | CTCF | ENCODE,0
9258,K562 | Max | ENCODE | 1,0
144,K562_Erythroblast_Bone_Marrow | SETDB1 | ID:2123,0
8251,LNCaP_Epithelium_Prostate | AR | ID:87051,0
9227,K562 | eGFP-GATA2 | ENCODE,0
8452,H1_Embryonic_Stem_Cell_Embryo | HDAC6 | ID:8811,0
8846,GM12878 | TAF1 | ENCODE,0
515,LNCaP-abl_Epithelium_Prostate | POLR2A | ID:34332,0
330,MM1.S_B_Lymphocyte_Blood | CDK9 | ID:33123,0
153,LNCaP_Epithelium_Prostate | AR | ID:2174,0
8841,GM12878 | SP1 | ENCODE,0
165,MCF-7_Epithelium_Breast | CTCF | ID:2254,0
158,LNCaP_Epithelium_Prostate | FOXA1 | ID:2192,0
9210,K562 (IFNg30) | c-Myc | ENCODE,0
8262,MCF-7_Epithelium_Breast | GRHL2 | ID:87112,0
8821,GM12878 | PAX5-N19 | ENCODE,0
8863,GM12891 (TNFa) | NFKB | ENCODE,0
9211,K562 (IFNg6h) | c-Myc | ENCODE,0
328,MCF-7_Epithelium_Breast | ESR1 | ID:33100,0
161,LNCaP_Epithelium_Prostate | NR3C1 | ID:2243,0
8438,BJ_Fibroblast_Skin | FOXA2 | ID:88065,0
8264,MCF-7_Epithelium_Breast | ESR1 | ID:87115,0
8825,GM12878 | Pol2 | ENCODE,0
9213,K562 | c-Myc | ENCODE | 1,0
9221,K562 | CTCF | ENCODE | 3,0
610,SKNO-1_Myeloblast_Bone_Marrow | FLI1 | ID:35309,0
8268,A673_Polygonal_Muscle | EWSR1 | ID:87143,0
9240,K562 | GATA2 | ENCODE,0
332,MM1.S_B_Lymphocyte_Blood | CDK9 | ID:33125,0
8432,LNCaP_Epithelium_Prostate | AR | ID:88049,0
168,MCF-7_Epithelium_Breast | E2F1 | ID:2279,0
9184,K562 | ARID3A | ENCODE,0
8795,GM12878 | ELK1 | ENCODE,0
9255,K562 | MafF | ENCODE,0
9253,K562 | JunD | ENCODE,0
342,MCF-7_Epithelium_Breast | ESR1 | ID:33139,0
341,MCF-7_Epithelium_Breast | GATA3 | ID:33138,0
8860,GM12878 | ZNF274 | ENCODE,0
317,MCF7-LTED_Epithelium_Mammary_Gland | FAIRE | ID:32874,0
8857,GM12878 | ZBTB33 | ENCODE,0
597,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:35269,0
318,MCF7-LTED_Epithelium_Mammary_Gland | FAIRE | ID:32875,0
337,ZR-75-1_Epithelium_Mammary_Gland | ESR1 | ID:33130,0
171,MCF-7_Epithelium_Breast | E2F1 | ID:2282,0
8852,GM12878 | USF-1 | ENCODE,0
319,U2OS_Bone | FOXM1 | ID:32890,0
8459,H1_Embryonic_Stem_Cell_Embryo | KDM5B | ID:8814,0
8805,GM12878 | MEF2A | ENCODE,0
9195,K562 | Brg1 | ENCODE,0
334,MCF-7_Epithelium_Breast | ESR1 | ID:33127,0
8807,GM12878 | MTA3 | ENCODE,0
169,MCF-7_Epithelium_Breast | E2F1 | ID:2280,0
356,MCF-7_Epithelium_Breast | GATA3 | ID:33159,0
9291,K562 | RFX5 | ENCODE,0
9155,HUVEC | CTCF | ENCODE,0
407,MCF-7_Epithelium_Breast | FOXA1 | ID:33489,0
8507,HL-60_Acute_myeloid_leukemia | SKI | ID:88503,0
206,MCF-7_Epithelium_Breast | STAG1 | ID:2393,0
580,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | EP300 | ID:35089,0
8192,THP-1_Monocyte_Blood | GLI2 | ID:86686,0
8506,VCaP_Epithelium_Prostate | HOXB13 | ID:88501,0
9353,MCF-7 | CTCF | ENCODE,0
275,Epithelium_Prostate | AR | ID:2986,0
86,HepG2_Epithelium_Liver | CTCF | ID:1381,0
276,Adipocyte_Adipose | CEBPA | ID:3006,0
541,IMR90_Fibroblast_Lung | MECP2 | ID:34392,0
8929,H1-hESC | DNase.fdr0.01.peaks | Roadmap,0
9343,MCF10A-Er-Src (4OHTAM_1uM_12hr) | STAT3 | ENCODE,0
8323,Breast | ESR1 | ID:87529,0
400,T47D_Epithelium_Mammary_Gland | ELF5 | ID:33467,0
89,HepG2_Epithelium_Liver | HNF4A | ID:1447,0
8201,MCF-7_Epithelium_Breast | NR3C1 | ID:86736,0
8925,H1-hESC | CTCF | ENCODE | 1,0
9115,HepG2 | Rad21 | ENCODE,0
8394,K562_Erythroblast_Bone_Marrow | EP300 | ID:8787,0
8504,VCaP_Epithelium_Prostate | FOXA1 | ID:88498,0
279,Proerythroblast_Bone_Marrow | CTCF | ID:3050,0
8318,Breast | ESR1 | ID:87473,0
498,BG03_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:34017,0
8328,MCF-10A_Epithelium_Breast | POLR2A | ID:87594,0
208,MCF-7_Epithelium_Breast | STAG1 | ID:2395,0
578,B_Lymphocyte | BCL6 | ID:35085,0
8181,VCaP_Epithelium_Prostate | HDAC1 | ID:8657,0
8668,Breast_vHMEC | DNase.all.peaks | Roadmap,0
65,HeLa-S3_Epithelium_Cervix | POLR2A | ID:1327,0
8384,22RV1_Epithelium_Prostate | FOXA1 | ID:87801,0
68,HeLa_Epithelium_Cervix | RELA | ID:1335,0
545,HCT-116_Colon | MECP2 | ID:34399,0
70,HeLa_Epithelium_Cervix | RELA | ID:1338,0
8943,H1-hESC | NANOG | ENCODE,0
495,BG03_Embryonic_Stem_Cell_Embryo | POLR2A | ID:34013,0
9097,HepG2 | Max | ENCODE,0
9099,HepG2 | MBD4 | ENCODE,0
74,HeLa_Epithelium_Cervix | SMARCC1 | ID:1346,0
543,IMR90_Fibroblast_Lung | MECP2 | ID:34396,0
417,TAM_R_Epithelium_Mammary_Gland | ESR1 | ID:33509,0
8675,CD14_Primary_Cells | DNase.fdr0.01.peaks | Roadmap,0
9100,HepG2 | Mxi1 | ENCODE,0
413,MCF-7_Epithelium_Breast | ESR1 | ID:33504,0
79,HeLa-S3_Epithelium_Cervix | STAT1 | ID:1359,0
8936,H1-hESC | HDAC2 | ENCODE,0
411,TAM_R_Epithelium_Mammary_Gland | ESR1 | ID:33495,0
80,HeLa-S3_Epithelium_Cervix | STAT1 | ID:1360,0
281,Epithelium_Pancreatic_Islet | CTCF | ID:3053,0
395,P493-6_B_cell_lymphoma | CDK9 | ID:33445,0
8751,Fetal_Thymus | DNase.fdr0.01.hot | Roadmap,0
303,P493-6_B_cell_lymphoma | BRD4 | ID:32808,0
8484,K562_Erythroblast_Bone_Marrow | GATA1 | ID:88355,0
9313,K562 | TBLR1 | ENCODE,0
8737,Fetal_Muscle_Leg | DNase.hot | Roadmap,0
9311,K562 | TAF7 | ENCODE,0
8742,Fetal_Placenta | DNase.all.peaks | Roadmap,0
9308,K562 (IFNa6h) | STAT2 | ENCODE,0
507,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:34102,0
8217,HEK293T_Epithelium_Embryonic_Kidney | U2AF1 | ID:86850,0
116,IMR90_Fibroblast_Lung | RBL2 | ID:1879,0
8309,TIME_Fibroblast | POLR2A | ID:87452,0
189,MCF-7_Epithelium_Breast | GATA3 | ID:2324,0
198,MCF-7_Epithelium_Breast | POLR2A | ID:2383,0
8888,GM19099 (TNFa) | NFKB | ENCODE,0
188,MCF-7_Epithelium_Breast | FOXA1 | ID:2322,0
9300,K562 | SP1 | ENCODE,0
8479,MCF-7_Epithelium_Breast | ESR1 | ID:88345,0
305,P493-6_B_cell_lymphoma | MAX | ID:32814,0
8886,GM18951 (TNFa) | NFKB | ENCODE,0
119,Jurkat_E6-1_T_Lymphocyte_Blood | CREBBP | ID:1935,0
308,P493-6_B_cell_lymphoma | POLR2A | ID:32820,0
121,Jurkat_E6-1_T_Lymphocyte_Blood | ETS1 | ID:1938,0
185,MCF-7_Epithelium_Breast | FOXA1 | ID:2319,0
9316,K562 | TEAD4 | ENCODE,0
8213,MDA-MB-468_mDA | STAT3 | ID:86835,0
297,Neural_Progenitor_Cell | BMI1 | ID:32777,0
192,MCF-7_Epithelium_Breast | POLR2A | ID:2374,0
8704,Fetal_Adrenal_Gland | DNase.fdr0.01.peaks | Roadmap,0
393,B_Lymphocyte_Blood | POLR2A | ID:33439,0
195,MCF-7_Epithelium_Breast | POLR2A | ID:2377,0
8710,Fetal_Brain_Male | DNase.all.peaks | Roadmap,0
8711,Fetal_Brain_Male | DNase.fdr0.01.hot | Roadmap,0
381,MCF-7_Epithelium_Breast | ESR1 | ID:33221,0
286,Stromal_Cell_Adipose | CTCF | ID:3059,0
8722,Fetal_Intestine_Small | DNase.all.peaks | Roadmap,0
8209,JHU-06_Endothelial_Cell | ERG | ID:86806,0
95,HepG2_Epithelium_Liver | RAD21 | ID:1471,0
503,Epithelium_Colon | CDK8 | ID:34081,0
8314,Breast | ESR1 | ID:87459,0
9127,HepG2 | TCF12 | ENCODE,0
289,Neuroectoderm | EP300 | ID:3232,0
9129,HepG2 | TEAD4 | ENCODE,0
8210,BJ_Fibroblast_Skin | GATA4 | ID:86817,0
370,P493-6_B_cell_lymphoma | POLR2A | ID:33193,0
102,Endothelial_Cell_Umbilical_Vein | GATA2 | ID:1742,0
8211,MDA-MB-468_mDA | STAT3 | ID:86819,0
8486,LNCaP_Epithelium_Prostate | AR | ID:88420,0
9322,K562 | UBTF | ENCODE,0
8699,ECC-1 (DMSO_0.02pct) | FOXA1 | ENCODE,0
1508,HEK293T_Epithelium_Embryonic_Kidney | JMJD6 | ID:43063,0
655,WSU-DLCL2_B_Lymphocyte_Lymph_Node | EZH2 | ID:35644,0
4658,GM12878_B_Lymphocyte_Blood | FOS | ID:621,0
4668,K562_Erythroblast_Bone_Marrow | ID3 | ID:62514,0
4672,K562_Erythroblast_Bone_Marrow | ZNF175 | ID:62530,0
4676,A549_Epithelium_Lung | BCL3 | ID:62534,0
4680,K562_Erythroblast_Bone_Marrow | TFDP1 | ID:62550,0
4687,HEK293_Epithelium_Embryonic_Kidney | BCL11A | ID:62561,0
2018,HeLa-S3_Epithelium_Cervix | EP300 | ID:45728,0
4694,K562_Erythroblast_Bone_Marrow | TARDBP | ID:62580,0
4697,K562_Erythroblast_Bone_Marrow | MCM7 | ID:62588,0
2014,HEK293_Epithelium_Embryonic_Kidney | ELK4 | ID:45724,0
4709,K562_Erythroblast_Bone_Marrow | CHAMP1 | ID:62619,0
4713,A549_Epithelium_Lung | FOSL2 | ID:62626,0
4715,A549_Epithelium_Lung | FOSL2 | ID:62628,0
4719,K562_Erythroblast_Bone_Marrow | HDAC2 | ID:62634,0
4723,K562_Erythroblast_Bone_Marrow | RNF2 | ID:62638,0
4733,K562_Erythroblast_Bone_Marrow | KAT8 | ID:62660,0
4734,K562_Erythroblast_Bone_Marrow | KAT8 | ID:62661,0
2006,HCT-116_Colon | CTCF | ID:45716,0
4665,K562_Erythroblast_Bone_Marrow | ZEB2 | ID:62508,0
4657,Ramos_B_Lymphocyte | MYC | ID:5969,0
4738,K562_Erythroblast_Bone_Marrow | ATF1 | ID:62671,0
4654,CA46_B_Lymphocyte | MYC | ID:5966,0
2052,HeLa-S3_Epithelium_Cervix | CHD2 | ID:45764,0
2049,HeLa-S3_Epithelium_Cervix | MAZ | ID:45761,0
4601,HCC1954_Epithelium_Mammary_Gland | NRF1 | ID:58939,0
2047,HeLa-S3_Epithelium_Cervix | SMC3 | ID:45759,0
2042,HeLa-S3_Epithelium_Cervix | E2F1 | ID:45754,0
2041,HeLa-S3_Epithelium_Cervix | TFAP2A | ID:45753,0
2040,HeLa-S3_Epithelium_Cervix | E2F4 | ID:45752,0
2038,HeLa-S3_Epithelium_Cervix | E2F1 | ID:45750,0
4622,SEM_Pre-B_Lymphocyte | SETD1A | ID:59170,0
2035,HeLa-S3_Epithelium_Cervix | PRDM1 | ID:45747,0
4624,PC-3_Epithelium_Prostate | JUND | ID:5925,0
4626,LCL_Lymphoblastoid_Blood | EBF1 | ID:59345,0
4630,MCF-7_Epithelium_Breast | ESR1 | ID:59374,0
2032,HeLa-S3_Epithelium_Cervix | JUN | ID:45744,0
2031,HeLa-S3_Epithelium_Cervix | JUND | ID:45743,0
4646,IMEC_Epithelium_Breast | MYC | ID:59542,0
4652,IMEC_Epithelium_Breast | POLR2A | ID:59633,0
4737,K562_Erythroblast_Bone_Marrow | ATF1 | ID:62670,0
2004,HCT-116_Colon | TCF7L2 | ID:45714,0
1963,GM18526_Lymphoblastoid_Blood | POLR2A | ID:45673,0
4789,HEK293_Epithelium_Embryonic_Kidney | ZNF394 | ID:62792,0
1986,H1_Embryonic_Stem_Cell_Embryo | JUND | ID:45696,0
1983,H1_Embryonic_Stem_Cell_Embryo | CTBP2 | ID:45693,0
4804,GM12878_B_Lymphocyte_Blood | HDGF | ID:62848,0
4817,K562_Erythroblast_Bone_Marrow | SMARCE1 | ID:62879,0
4824,HEK293_Epithelium_Embryonic_Kidney | ZNF346 | ID:62900,0
4831,Stomach | CTCF | ID:62917,0
4832,K562_Erythroblast_Bone_Marrow | ZSCAN29 | ID:62919,0
4834,K562_Erythroblast_Bone_Marrow | CUX1 | ID:62923,0
4835,K562_Erythroblast_Bone_Marrow | CUX1 | ID:62924,0
4836,A549_Epithelium_Lung | CEBPB | ID:62928,0
1971,H1_Embryonic_Stem_Cell_Embryo | CEBPB | ID:45681,0
4842,A549_Epithelium_Lung | BCL3 | ID:62934,0
4843,GM12878_B_Lymphocyte_Blood | ZBTB40 | ID:62936,0
1969,GM19193_Lymphoblastoid_Blood | RELA | ID:45679,0
4865,GM12878_B_Lymphocyte_Blood | ZBED1 | ID:62980,0
4866,GM12878_B_Lymphocyte_Blood | ZBED1 | ID:62981,0
4870,HEK293_Epithelium_Embryonic_Kidney | GLI4 | ID:62991,0
4793,K562_Erythroblast_Bone_Marrow | PTRF | ID:62801,0
4785,Stomach | POLR2A | ID:62777,0
2002,Epithelium | CTCF | ID:45712,0
4777,K562_Erythroblast_Bone_Marrow | PKNOX1 | ID:62761,0
4745,MCF-7_Epithelium_Breast | CEBPG | ID:62690,0
2000,Myocyte_Heart | CTCF | ID:45710,0
4751,HEK293_Epithelium_Embryonic_Kidney | PRDM1 | ID:62702,0
1994,HA-sp_Astrocyte_Spinal_Cord | CTCF | ID:45704,0
4758,HEK293_Epithelium_Embryonic_Kidney | ZNF175 | ID:62714,0
4761,A549_Epithelium_Lung | FOSL2 | ID:62717,0
4762,A549_Epithelium_Lung | FOSL2 | ID:62718,0
4763,HEK293_Epithelium_Embryonic_Kidney | ZNF366 | ID:62731,0
4764,HEK293_Epithelium_Embryonic_Kidney | ZNF366 | ID:62732,0
4765,K562_Erythroblast_Bone_Marrow | TAL1 | ID:62733,0
4767,Colon | POLR2A | ID:62737,0
4770,K562_Erythroblast_Bone_Marrow | YBX1 | ID:62742,0
1993,HA-sp_Astrocyte_Spinal_Cord | CTCF | ID:45703,0
4772,A549_Epithelium_Lung | FOSL2 | ID:62753,0
4773,A549_Epithelium_Lung | FOSL2 | ID:62754,0
4774,A549_Epithelium_Lung | FOSL2 | ID:62755,0
4775,K562_Erythroblast_Bone_Marrow | MTA2 | ID:62756,0
4596,caki-1_Kidney | KDM5C | ID:58886,0
2053,HeLa-S3_Epithelium_Cervix | NRF1 | ID:45765,0
2056,HeLa-S3_Epithelium_Cervix | NFYA | ID:45769,0
2155,K562_Erythroblast_Bone_Marrow | ATF1 | ID:45871,0
4374,MCF-7_Epithelium_Breast | ESR1 | ID:56903,0
4375,MCF-7_Epithelium_Breast | ESR1 | ID:56904,0
4383,HeLa_Epithelium_Cervix | GTF2B | ID:56962,0
4391,HeLa_Epithelium_Cervix | POLR2A | ID:56973,0
2142,Fibroblast_Connective_Tissue | CTCF | ID:45858,0
2141,Endothelial_Cell_Umbilical_Vein | MYC | ID:45857,0
4408,RL95-2_Uterus | LEF1 | ID:57114,0
2130,Epithelium | CTCF | ID:45847,0
4411,MCF-7_Epithelium_Breast | FOXM1 | ID:57118,0
4412,MCF-7_Epithelium_Breast | FOXM1 | ID:57119,0
4413,MOLM-14_Myeloid_Cell | CDK8 | ID:57165,0
4416,MOLM-14_Myeloid_Cell | CDK8 | ID:57171,0
