,Target,Weights
9072,HepG2 | COREST | ENCODE,-0.075759985
1423,HEK293_Epithelium_Embryonic_Kidney | EP300 | ID:42634,-0.07578314
6216,HT29_colorectal_adenocarcinoma | PPARG | ID:69795,-0.07578362
4365,Neural_crest_cell_Cranial | TFAP2A | ID:56821,-0.07578664
3310,hMADS-3_Adipocyte_Adipose | PPARG | ID:50408,-0.07582904
5026,A549_Epithelium_Lung | EP300 | ID:63378,-0.07583654
5187,HEK293_Epithelium_Embryonic_Kidney | ZNF264 | ID:63773,-0.07584573
6203,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69773,-0.0758794
7091,Retina | CTCF | ID:75557,-0.07589413
2911,MCF-7_Epithelium_Breast | BRD4 | ID:48451,-0.07596508
3241,U937_Pleura | CHRM2 | ID:50108,-0.075992145
2174,K562_Erythroblast_Bone_Marrow | JUN | ID:45892,-0.07601636
1281,iPSC | EZH2 | ID:41788,-0.076082185
1222,Monocyte_Blood | IRF1 | ID:41301,-0.0760826
8225,Breast | GATA3 | ID:86894,-0.0761034
5740,HEK293_Epithelium_Embryonic_Kidney | MZF1 | ID:65207,-0.07611825
5448,A549_Epithelium_Lung | FOSL2 | ID:64484,-0.076123044
8702,Fetal_Adrenal_Gland | DNase.all.peaks | Roadmap,-0.076197155
5315,K562_Erythroblast_Bone_Marrow | KDM4B | ID:64107,-0.076242514
328,MCF-7_Epithelium_Breast | ESR1 | ID:33100,-0.07624265
7006,GM12878_B_Lymphocyte_Blood | STAT2 | ID:74678,-0.07627593
8990,HEK293 | CTCF | ENCODE,-0.076314755
3629,MCF-7_Epithelium_Breast | RELA | ID:52614,-0.0763232
425,MCF-7_Epithelium_Breast | ESR1 | ID:33526,-0.07636736
6915,D-341 | OTX2 | ID:74355,-0.07637687
9453,SK-N-SH | TAF1 | ENCODE,-0.07637805
2055,HeLa-S3_Epithelium_Cervix | SMARCA4 | ID:45768,-0.07639468
70,HeLa_Epithelium_Cervix | RELA | ID:1338,-0.07646998
5080,K562_Erythroblast_Bone_Marrow | CSDE1 | ID:63484,-0.076473095
1397,GM2255_Lymphoblastoid_Blood | STAG1 | ID:42518,-0.076554164
3717,H9_Embryonic_Stem_Cell_Embryo | NELFE | ID:53338,-0.076566
4413,MOLM-14_Myeloid_Cell | CDK8 | ID:57165,-0.07660927
2517,HepG2_Epithelium_Liver | CEBPB | ID:46233,-0.076628104
8020,HeLa-S3_Epithelium_Cervix | VEZF1 | ID:8532,-0.07664147
1785,H1_Embryonic_Stem_Cell_Embryo | HDAC6 | ID:45235,-0.07670681
2935,H929_B_Lymphocyte_Bone_Marrow | IRF4 | ID:48632,-0.076754175
4529,PANC-1_Pancreas | CTCF | ID:58360,-0.0767896
1552,MDA-MB-231_Epithelium_Breast | XBP1 | ID:43399,-0.07681234
6319,MM1.S_B_Lymphocyte_Blood | HDAC2 | ID:70760,-0.076853655
6029,HCT-116_Colon_cancer_cell_Colon | TOP1 | ID:68774,-0.07690437
5068,MCF-7_Epithelium_Breast | RCOR1 | ID:63457,-0.07693299
7314,293T | ZNF430 | ID:77126,-0.07694204
4964,Liver | HNF4G | ID:63224,-0.076998934
8997,HeLa-S3 | AP-2gamma | ENCODE,-0.077012695
1406,GM2610_Lymphoblastoid_Blood | CTCF | ID:42538,-0.077035144
5375,K562_Erythroblast_Bone_Marrow | ZBTB11 | ID:64290,-0.07703799
4249,Prostate | AR | ID:56121,-0.07706462
3684,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53253,-0.07708066
2448,H1_Embryonic_Stem_Cell_Embryo | RAD21 | ID:46164,-0.07708219
168,MCF-7_Epithelium_Breast | E2F1 | ID:2279,-0.07716333
689,GM19239_Lymphoblastoid_Blood | CTCF | ID:35845,-0.07717672
4509,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58334,-0.07717751
4285,MOLM-14_Myeloid_Cell | MED1 | ID:56355,-0.077200934
8965,H1-hESC | TAF7 | ENCODE,-0.077208064
514,LNCaP-abl_Epithelium_Prostate | AR | ID:34330,-0.07732975
616,Endothelial_Cell_Umbilical_Vein | CTCF | ID:35387,-0.07738734
8743,Fetal_Placenta | DNase.fdr0.01.hot | Roadmap,-0.0775167
7019,T47D | T | ID:74831,-0.07756122
6508,K562_Haematopoietic_and_lymphoid | GTF2B | ID:71922,-0.07758117
5923,MCF-7 | RUNX1 | ID:68021,-0.07766358
8806,GM12878 | MEF2C | ENCODE,-0.07766638
4330,HuCCT1 | CDK9 | ID:56565,-0.077714995
8927,H1-hESC | DNase.all.peaks | Roadmap,-0.07776282
4929,iPSC | POU5F1 | ID:63137,-0.07779624
8712,Fetal_Brain_Male | DNase.fdr0.01.peaks | Roadmap,-0.0778094
233,SH-SY5Y_Bone_Marrow | PHF8 | ID:2684,-0.07782734
3515,MDA-MB-436_Epithelium_Breast | POLR2A | ID:51804,-0.07783138
8147,MCF-7_Epithelium_Breast | ESR1 | ID:86283,-0.07784734
1455,LoVo_Colon | OVOL2 | ID:42778,-0.0778778
1356,GM12892_Lymphoblastoid_Blood | STAG1 | ID:42352,-0.077931546
1143,GM12866_B_Lymphocyte_Blood | CTCF | ID:39975,-0.07794436
4258,LNCaP_Epithelium_Prostate | AR | ID:56206,-0.077952646
4932,HepG2_Epithelium_Liver | FOXA1 | ID:63146,-0.07796177
6455,HCT-116_Colon_cancer_cell_Colon | RAD21 | ID:71319,-0.07796741
4777,K562_Erythroblast_Bone_Marrow | PKNOX1 | ID:62761,-0.078043275
2391,Proerythroblast_Bone_Marrow | TAL1 | ID:4611,-0.07807033
4783,K562_Erythroblast_Bone_Marrow | CDC5L | ID:62771,-0.078070626
2855,GM12878_B_Lymphocyte_Blood | EP300 | ID:48271,-0.07808538
7937,A673_Polygonal_Muscle | FLI1 | ID:84629,-0.07812834
8406,K562_Erythroblast_Bone_Marrow | KDM5B | ID:8792,-0.07814915
4989,A549_Epithelium_Lung | FOSL2 | ID:63298,-0.07820699
4273,LNCaP_Epithelium_Prostate | AR | ID:56256,-0.07823301
6903,D283_Med | NEUROD1 | ID:74343,-0.078261785
8710,Fetal_Brain_Male | DNase.all.peaks | Roadmap,-0.07827285
5117,HepG2_Epithelium_Liver | TCF7 | ID:63592,-0.07830475
8425,MOLT-4_Leukemia | POLR2A | ID:87997,-0.07839822
5928,L1236_Hodgkin_Lymphoma_Cell | RELB | ID:68052,-0.078432225
6433,LNCaP_Epithelium_Prostate | RELA | ID:71231,-0.07847005
2541,HepG2_Epithelium_Liver | REST | ID:46257,-0.078544155
7988,MCF-10A_Epithelium_Breast | POLR2A | ID:85076,-0.07854955
6679,MCF-7_Breast | ESR1 | ID:72993,-0.07857515
4003,786-O_Epithelium_Kidney | ARNT | ID:5517,-0.078632
1492,GP5d_Colon | RAD21 | ID:42942,-0.07871658
2648,SK-N-SH_Neuroblastoma_cell_Brain | TCF12 | ID:46362,-0.07872752
2652,SK-N-SH_RA_Neuron_Brain | RAD21 | ID:46366,-0.0787379
5992,BEAS-2B_Epithelium_Lung | NR3C1 | ID:68230,-0.078757
6805,MCF-7_Breast | MEN1 | ID:73849,-0.07876296
7728,HCT-116_HCT116 | POLR2A | ID:83343,-0.078785464
7944,HeLa_Epithelium_Cervix | SMC3 | ID:84733,-0.07890428
3247,THP-1_Monocyte_Blood | VDR | ID:50116,-0.07893093
4822,K562_Erythroblast_Bone_Marrow | ATF1 | ID:62892,-0.07903304
2191,K562_Erythroblast_Bone_Marrow | STAT1 | ID:45910,-0.07904367
3237,GM12878_B_Lymphocyte_Blood | POLR2A | ID:5010,-0.07917695
3088,MCF-7_Epithelium_Breast | RARG | ID:49622,-0.07919311
8186,VCaP_Epithelium_Prostate | HDAC3 | ID:8662,-0.07925333
3897,Mesenchymal_Stem_Cell | CEBPB | ID:54136,-0.07926346
419,BT-474_Epithelium_Mammary_Gland | ESR1 | ID:33512,-0.07928732
6598,BJEL_Fibroblast_Foreskin | POLR2A | ID:72428,-0.07932474
8682,CD3_Primary_Cells_Cord_BI | DNase.fdr0.01.hot | Roadmap,-0.07938631
7676,BG01V_-_ATCC_SCRC-2002_Embryonic_Stem_Cell | ZNF483 | ID:83048,-0.07943056
3545,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:5197,-0.079435684
5587,K562_Erythroblast_Bone_Marrow | IRF9 | ID:64874,-0.07945579
2087,HepG2_Epithelium_Liver | MAFF | ID:45801,-0.079518214
2431,GM12878_B_Lymphocyte_Blood | CEBPB | ID:46149,-0.0795255
9439,SH-SY5Y | GATA-2 | ENCODE,-0.079544835
7690,MCF-7_Epithelium_Breast | ESR1 | ID:83182,-0.07956001
5860,LNCaP_Epithelium_Prostate | FOXA1 | ID:67716,-0.079585046
8738,Fetal_Muscle_Trunk | DNase.all.peaks | Roadmap,-0.079603955
5578,HEK293_Epithelium_Embryonic_Kidney | EGR2 | ID:64861,-0.07966346
7117,7250_Fibroblast | FOXO1 | ID:75852,-0.07969344
619,NHEK_Keratinocyte_Skin | CTCF | ID:35406,-0.0797479
1194,Epithelium_Mammary_Gland | ESR1 | ID:41138,-0.07976034
2602,MCF-7_Epithelium_Breast | FOSL2 | ID:46317,-0.079778194
1383,GM19238_Lymphoblastoid_Blood | CTCF | ID:42445,-0.07980028
2614,PANC-1_Pancreas | REST | ID:46328,-0.07980582
4924,HepG2_Epithelium_Liver | MNT | ID:63127,-0.07994321
2739,U2OS_Bone | POLR2A | ID:47496,-0.07996051
7368,Breast | TRIM25 | ID:77298,-0.07996684
8814,GM12878 | NF-YB | ENCODE,-0.08000945
7250,B_Lymphocyte | CD74 | ID:76927,-0.08001489
7037,K562_Erythroblast_Bone_Marrow | JUND | ID:7488,-0.08007384
1515,HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43078,-0.080164246
2726,K562_Erythroblast_Bone_Marrow | CTCF | ID:47474,-0.08021291
2294,NHDF-neo_Fibroblast_Skin | CTCF | ID:46015,-0.08025031
4817,K562_Erythroblast_Bone_Marrow | SMARCE1 | ID:62879,-0.080326475
6765,SUM159PT_Mammary_carcinoma_cell_Breast | MED1 | ID:73542,-0.08032648
8766,GM12864 | CTCF | ENCODE,-0.0803831
8644,A549 (EtOH_0.02pct) | NRSF | ENCODE,-0.080608286
6240,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69819,-0.08064418
5202,iPSC | ETS1 | ID:63823,-0.080676235
5916,Macrophage_Blood | SPI1 | ID:67927,-0.080683686
4353,GM10861_Lymphocyte_Blood | VDR | ID:567,-0.08070245
1463,LoVo_Colon | CTCF | ID:42848,-0.0807187
7424,K562_Erythroblast_Bone_Marrow | POLR2A | ID:8120,-0.08072123
4391,HeLa_Epithelium_Cervix | POLR2A | ID:56973,-0.080808274
638,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | BCL6 | ID:35517,-0.08080897
2306,Raji_B_Lymphocyte_Blood | POLR2A | ID:46027,-0.08091749
6389,HeLa_Epithelium_Cervix | GATAD2B | ID:71067,-0.08096912
2874,GM12878_B_Lymphocyte_Blood | REST | ID:48303,-0.080990694
6144,VCaP_Epithelium_Prostate | AR | ID:69282,-0.08107888
517,DL23_Epithelium_Colon | POLR2A | ID:34346,-0.08111475
519,DLD-1_Epithelium_Colon | POLR2A | ID:34348,-0.0811377
1474,AC16_Cardiomyocyte | POLR2A | ID:42904,-0.08118273
8791,GM12878 | EBF1 | ENCODE,-0.0811909
6271,KhES-1_Embryonic_Stem_Cell | CTCF | ID:70062,-0.08121628
7933,HCC70_Epithelium_Breast | STAT3 | ID:84621,-0.0812428
5736,HEK293_Epithelium_Embryonic_Kidney | YY1 | ID:65203,-0.081312194
5986,BEAS-2B_Epithelium_Lung | RELA | ID:68224,-0.081343636
4901,K562_Erythroblast_Bone_Marrow | ZBTB40 | ID:63069,-0.081357874
3804,T47D_Epithelium_Mammary_Gland | ESR1 | ID:53961,-0.081358805
958,T_Lymphocyte_Blood | POLR2A | ID:38433,-0.08138982
1017,LoVo_Colon | RFX2 | ID:38761,-0.08142042
2706,DU145_Epithelium_Prostate | FOXA1 | ID:47334,-0.08146498
9129,HepG2 | TEAD4 | ENCODE,-0.08164851
2341,A549_Epithelium_Lung | USF1 | ID:46062,-0.08174205
8335,CLB-Ga_Neuroblastoma_cell | GATA3 | ID:87613,-0.081855424
1428,LoVo_Colon | RAD21 | ID:42686,-0.08187632
3940,U2OS_Bone | HSF1 | ID:54573,-0.08193954
7612,HCT-116_colorectal_adenocarcinoma_HCT116 | TP53 | ID:82545,-0.08194843
7445,Macrophage_Blood | MAF | ID:81326,-0.08195577
8903,H1_Derived_Mesenchymal_Stem_Cells | DNase.all.peaks | Roadmap,-0.0820092
5083,K562_Erythroblast_Bone_Marrow | PYGO2 | ID:63515,-0.082026675
5816,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67500,-0.08202927
2573,K562_Erythroblast_Bone_Marrow | TAF7 | ID:46289,-0.082052864
4883,HEK293_Epithelium_Embryonic_Kidney | ZNF697 | ID:63011,-0.08217204
3932,MCF-10A_Epithelium_Breast | MYC | ID:54518,-0.082243636
2703,DU145_Epithelium_Prostate | FOXA1 | ID:47330,-0.08225051
456,BJ_Fibroblast_Skin | POU5F1 | ID:33713,-0.08225841
6188,T47D_Breast | KDM5A | ID:69731,-0.08226264
3770,Embryonic_Stem_Cell | POLR2A | ID:53664,-0.082360305
8063,HEK293T_Epithelium_Embryonic_Kidney | TBL1X | ID:8564,-0.08237043
4244,Prostate | AR | ID:56115,-0.08239096
5704,HEK293_Epithelium_Embryonic_Kidney | ZSCAN22 | ID:65153,-0.08239111
4689,HEK293_Epithelium_Embryonic_Kidney | ZNF623 | ID:62566,-0.0824589
2373,ECC-1_Epithelium_Endometrium | FOXM1 | ID:46093,-0.08246097
4718,HEK293_Epithelium_Embryonic_Kidney | ZNF76 | ID:62633,-0.08248249
2929,OCI-Ly3_B_Lymphocyte_Bone_Marrow | SPI1 | ID:48624,-0.082494356
6710,HeLa_Epithelium_Cervix | LARP7 | ID:73297,-0.08255931
6826,293T | ZNF317 | ID:73959,-0.08259847
2088,HepG2_Epithelium_Liver | CHD2 | ID:45802,-0.082617685
7569,MCF-7_Epithelium_Breast | ESR1 | ID:82326,-0.08263659
2310,SAEC_Epithelium_Lung | CTCF | ID:46031,-0.08272347
1701,MCF-7_Epithelium_Breast | ESR1 | ID:44437,-0.082744576
3587,P493-6_B_cell_lymphoma | MYC | ID:52359,-0.082761936
73,HeLa_Epithelium_Cervix | SMARCB1 | ID:1345,-0.08276589
3818,T47D_Epithelium_Mammary_Gland | PR | ID:53981,-0.08278645
1645,TT_Thyroid | TP63 | ID:44228,-0.08280159
7195,MDA-MB-231_Epithelium_Mammary_Gland | USP7 | ID:76457,-0.082876064
2080,HepG2_Epithelium_Liver | CTCF | ID:45794,-0.08293156
6591,Th1 | POLR2A | ID:72420,-0.08293172
662,Caco-2_Epithelium_Colon | CDX2 | ID:357,-0.08293618
9137,HFF | CTCF | ENCODE,-0.08293951
11,H9_Embryonic_Stem_Cell_Embryo | SMAD3 | ID:1084,-0.083022974
2146,IMR90_Fibroblast_Lung | RAD21 | ID:45862,-0.08303408
9231,K562 | Egr-1 | ENCODE,-0.08315809
9451,SK-N-SH_RA | YY1 | ENCODE,-0.08323436
7245,HEK293_Kidney | ZMYND8 | ID:76857,-0.08325978
2136,Endothelial_Cell_Umbilical_Vein | GATA2 | ID:45852,-0.08331686
298,Glioblastoma_Multiforme_Stem_Like | BMI1 | ID:32781,-0.083528586
7045,THP-1_Monocyte | POLR3D | ID:74908,-0.08354039
5464,HepG2_Epithelium_Liver | YBX1 | ID:64544,-0.08354506
9219,K562 | CTCF | ENCODE | 1,-0.08356036
130,K562_Erythroblast_Bone_Marrow | FOS | ID:1991,-0.08357704
3278,VCaP_Epithelium_Prostate | AR | ID:50259,-0.083617434
5550,MCF-7_Epithelium_Breast | ZNF687 | ID:64786,-0.08368316
2379,ECC-1_Epithelium_Endometrium | NR3C1 | ID:46099,-0.0837335
8325,MCF-10A_Epithelium_Breast | POLR2A | ID:87591,-0.08374222
3926,MCF-10A_Epithelium_Breast | MYC | ID:54512,-0.0837961
9094,HepG2 | MafF | ENCODE,-0.08381697
6419,LNCaP_Epithelium_Prostate | FOXA1 | ID:71214,-0.08390024
6060,T47D_Embryonic_Stem_Cell_Breast | ESR1 | ID:68844,-0.0839202
6126,Cortex_Kidney | SIX2 | ID:69249,-0.08394125
8218,HeLa_Epithelium_Cervix | POLR2A | ID:86854,-0.08403868
5043,GM12878_B_Lymphocyte_Blood | CBX5 | ID:63411,-0.08407257
6278,293T | TET2 | ID:70099,-0.08409207
5474,HEK293_Epithelium_Embryonic_Kidney | SP2 | ID:64560,-0.08410248
7406,HepG2_Epithelium_Liver | POLR2A | ID:8108,-0.08413394
8539,LNCaP_Epithelium_Prostate | TLE3 | ID:88684,-0.084138416
1132,HCT-116_Colon | ZC3H8 | ID:39918,-0.0842025
8355,MCF-7_Epithelium_Breast | ESR1 | ID:87688,-0.08425323
8048,HCT-116_HCT116 | PHIP | ID:85463,-0.08431059
7469,Endothelial_Cell_Umbilical_Vein | RAD21 | ID:81587,-0.08433719
1381,GM19193_Lymphoblastoid_Blood | STAG1 | ID:42443,-0.08448868
3733,SH-SY5Y_Bone_Marrow | KDM1A | ID:53467,-0.08449219
21,HEK293_Epithelium_Embryonic_Kidney | ELK4 | ID:1172,-0.084499724
5512,K562_Erythroblast_Bone_Marrow | IRF1 | ID:64675,-0.084617876
177,MCF-7_Epithelium_Breast | ESR1 | ID:2297,-0.084708646
3874,MCF-7_Epithelium_Breast | ESR1 | ID:54085,-0.08478204
5692,HEK293_Epithelium_Embryonic_Kidney | ZNF350 | ID:65132,-0.08488116
5753,MCF-7_Epithelium_Breast | ESR1 | ID:6549,-0.08492322
1441,LoVo_Colon | IRF1 | ID:42725,-0.08492908
8742,Fetal_Placenta | DNase.all.peaks | Roadmap,-0.08494801
3373,6540_cells_Epithelium | PAX6 | ID:50898,-0.085019775
3530,Colon | POLR2A | ID:51854,-0.085163474
2429,GM12878_B_Lymphocyte_Blood | MTA3 | ID:46147,-0.08517295
8176,Breast | ESR1 | ID:86546,-0.0851791
1896,GM12874_B_Lymphocyte_Blood | CTCF | ID:45602,-0.08520187
6074,ZR-75-1_Embryonic_Stem_Cell_Breast | ESR1 | ID:68859,-0.08523692
7467,Endothelial_Cell_Umbilical_Vein | RAD21 | ID:81585,-0.0852517
2597,MCF-7_Epithelium_Breast | SRF | ID:46312,-0.08525536
7034,K562_Erythroblast_Bone_Marrow | GATA2 | ID:7485,-0.085262865
2173,K562_Erythroblast_Bone_Marrow | HCFC1 | ID:45890,-0.085270144
8707,Fetal_Brain_Female | DNase.fdr0.01.hot | Roadmap,-0.08532831
9182,iPS_DF_6.9_Cell_Line | DNase.fdr0.01.peaks | Roadmap,-0.0853284
7842,SH-SY5Y_Neuroblastoma_cell | TCF4 | ID:84213,-0.08534372
2121,Epithelium_Mammary_Gland | CTCF | ID:45838,-0.085411154
9458,T-47D (DMSO_0.02pct) | CTCF | ENCODE,-0.08559857
6662,Cardiomyocyte | HDAC2 | ID:72935,-0.08564857
4810,K562_Erythroblast_Bone_Marrow | ZNF584 | ID:62862,-0.08565515
1145,K562_Erythroblast_Bone_Marrow | EGR1 | ID:4,-0.085668914
2615,PANC-1_Pancreas | SIN3A | ID:46329,-0.085695595
3877,MCF-7_Epithelium_Breast | ESR1 | ID:54088,-0.085737735
7169,LCL_Lymphoblastoid_Blood | YY1 | ID:76295,-0.08577194
5463,HepG2_Epithelium_Liver | YBX1 | ID:64543,-0.085779555
2399,GM12878_B_Lymphocyte_Blood | ETS1 | ID:46117,-0.085810065
5233,HEK293_Epithelium_Embryonic_Kidney | ZXDB | ID:63902,-0.08581856
8925,H1-hESC | CTCF | ENCODE | 1,-0.08584929
8252,LNCaP_Epithelium_Prostate | AR | ID:87052,-0.08585638
7089,Retina | CTCF | ID:75555,-0.085877106
9349,MCF-7 (serum_starved_media) | c-Myc | ENCODE,-0.085884936
3544,T_Lymphocyte_Blood | YY1 | ID:5195,-0.08590398
2135,Endothelial_Cell_Umbilical_Vein | CTCF | ID:45851,-0.085904814
3716,H9_Embryonic_Stem_Cell_Embryo | NELFE | ID:53337,-0.08592021
7667,Keratinocyte | CTCF | ID:82982,-0.08604293
4940,A549_Epithelium_Lung | FOSL2 | ID:63169,-0.08609546
5409,K562_Erythroblast_Bone_Marrow | ZNF740 | ID:64373,-0.08611425
3292,Monocyte | SPI1 | ID:50367,-0.086127624
6920,D283_Med | NEUROD1 | ID:74360,-0.08613718
1141,GM12870_B_Lymphocyte_Blood | CTCF | ID:39973,-0.08618543
3116,MCF-7_Epithelium_Breast | FOXA1 | ID:49658,-0.086203955
2508,HepG2_Epithelium_Liver | ZBTB7A | ID:46224,-0.08627492
3000,Fibroblast_Skin | ERCC6 | ID:49027,-0.086283244
2481,H1_Embryonic_Stem_Cell_Embryo | TAF1 | ID:46197,-0.08639703
5053,Liver | YY1 | ID:63431,-0.08646992
6914,D-341 | OTX2 | ID:74354,-0.08649217
5536,K562_Erythroblast_Bone_Marrow | TCF7L2 | ID:64758,-0.08657074
6750,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73525,-0.08668936
4881,HEK293_Epithelium_Embryonic_Kidney | ATF2 | ID:63009,-0.08669775
1070,Erythroid_Cell | KLF1 | ID:39350,-0.08670137
3048,T47D_Epithelium_Mammary_Gland | HIF1A | ID:49446,-0.0867337
3032,H1_Embryonic_Stem_Cell_Embryo | SOX2 | ID:4931,-0.08674064
4711,MCF-7_Epithelium_Breast | RFX1 | ID:62623,-0.08674761
8475,KELLY_Neuroblastoma_cell | MYCN | ID:88303,-0.08694683
1999,Embryonic_Fibroblast_Heart | CTCF | ID:45709,-0.086959474
4030,K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55345,-0.08699584
7383,MM1.S_B_Lymphocyte_Blood | TFDP1 | ID:77535,-0.08701561
8800,GM12878 | IKZF1 | ENCODE,-0.08704115
2384,ECC-1_Epithelium_Endometrium | ESR1 | ID:46103,-0.08715729
8675,CD14_Primary_Cells | DNase.fdr0.01.peaks | Roadmap,-0.08720718
1542,WA09_Embryonic_Stem_Cell_Embryo | SMAD2 | ID:43302,-0.0874258
7233,Fibroblast_Fetal_Lung | NEUROG2 | ID:76817,-0.087431826
709,MCF-7_Epithelium_Breast | CTBP1 | ID:36085,-0.08743513
3003,Fibroblast_Skin | ERCC6 | ID:49033,-0.0875567
5489,GM12878_B_Lymphocyte_Blood | TRIM22 | ID:64620,-0.08759292
128,K562_Erythroblast_Bone_Marrow | EGR1 | ID:1982,-0.08760728
1025,LoVo_Colon | TEAD2 | ID:38779,-0.08770402
8018,HeLa_Epithelium_Cervix | POLR2A | ID:85295,-0.08771803
5982,LNCaP_Epithelium_Prostate | FOXA1 | ID:68219,-0.08782778
4812,K562_Erythroblast_Bone_Marrow | ARNT | ID:62869,-0.08785771
245,THP-1_Monocyte_Blood | VDR | ID:2774,-0.087891065
2225,K562_Erythroblast_Bone_Marrow | NFYA | ID:45945,-0.08789739
3604,R1-AD1_Epithelium_Prostate | AR | ID:52542,-0.087902434
1269,HEK293_Epithelium_Embryonic_Kidney | NR3C1 | ID:41735,-0.08791121
6450,Osteoblast | BRD4 | ID:71255,-0.08808001
8307,TIME_Fibroblast | POLR2A | ID:87450,-0.08810864
5548,GM12878_B_Lymphocyte_Blood | JUNB | ID:64780,-0.08818295
5129,HEK293_Epithelium_Embryonic_Kidney | ZNF558 | ID:63609,-0.08824281
3989,Adipose | PPARG | ID:55127,-0.08827259
2020,HeLa-S3_Epithelium_Cervix | RFX5 | ID:45730,-0.08837363
4403,HCT-116_Colon | LARP7 | ID:57091,-0.08837822
5577,HEK293_Epithelium_Embryonic_Kidney | EGR2 | ID:64860,-0.08837905
6178,Jurkat_T_Lymphocyte_Blood | MYC | ID:69616,-0.08842378
8109,TIME_Glioblastoma_cell_Brain | KLF4 | ID:85956,-0.08845645
1555,Proerythroblast_Bone_Marrow | GATA1 | ID:43446,-0.08849951
1696,T47D_Epithelium_Mammary_Gland | GATA3 | ID:44397,-0.08853252
580,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | EP300 | ID:35089,-0.08854514
3533,Colon | POLR2A | ID:51857,-0.08865852
3775,Embryonic_Stem_Cell | POLR2A | ID:53669,-0.08869678
7142,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76212,-0.08870204
7339,293T | ZNF169 | ID:77170,-0.08874862
6772,SEM_B_Lymphocyte | LEO1 | ID:73696,-0.0887584
64,HeLa_Epithelium_Cervix | POLR2A | ID:1322,-0.08879627
2227,K562_Erythroblast_Bone_Marrow | NELFE | ID:45947,-0.08880704
6010,HCT-116_Colon_cancer_cell_Colon | ATF3 | ID:68460,-0.088864796
6862,T47D_Breast | ESR1 | ID:74141,-0.08891353
2710,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47405,-0.08891389
5737,HEK293_Epithelium_Embryonic_Kidney | YY1 | ID:65204,-0.08898801
7979,MCF-7_Epithelium_Breast | GRHL2 | ID:85047,-0.08899829
2937,H929_B_Lymphocyte_Bone_Marrow | SPIB | ID:48634,-0.0890642
8082,LCL_Lymphoblastoid_Blood | POLR2A | ID:85768,-0.089075826
550,L428-PAX5_B_Lymphocyte | PAX5 | ID:34472,-0.08908499
2438,GM12891_Lymphoblastoid_Blood | POLR2A | ID:46155,-0.08909194
7702,TIME_Fibroblast | POLR2A | ID:83207,-0.08916276
9452,SK-N-SH | Sin3Ak-20 | ENCODE,-0.0891806
391,Blood | EP300 | ID:33436,-0.08925765
8321,MCF-7_Epithelium_Breast | CTCF | ID:87488,-0.08937986
4023,K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55336,-0.08938062
5838,CFPAC-1_Pancreatic_ductal | KLF5 | ID:67599,-0.08938766
9330,K562 | Znf143 | ENCODE,-0.089388624
9131,HepG2 | USF-1 | ENCODE,-0.08948305
1287,Edom-iPS-2_iPSC | EZH2 | ID:41802,-0.08949736
3529,Colon | POLR2A | ID:51850,-0.08951336
7848,HCT-116_HCT116 | POLR2A | ID:84237,-0.08956004
3225,Epithelium_Prostate | AR | ID:50058,-0.08958687
3010,LNCaP_Epithelium_Prostate | CSNK2A1 | ID:49193,-0.089587644
5133,MCF-7_Epithelium_Breast | ZKSCAN1 | ID:63615,-0.08964967
2241,K562_Erythroblast_Bone_Marrow | UBTF | ID:45961,-0.0896563
6033,HCT-116_Colon_cancer_cell_Colon | POLR2A | ID:68779,-0.0896575
543,IMR90_Fibroblast_Lung | MECP2 | ID:34396,-0.08970134
3270,AG18359_Lymphocyte | POLR2A | ID:5019,-0.08978574
539,CD36_Cell | SMARCA4 | ID:34389,-0.08984779
5348,A549_Epithelium_Lung | HES2 | ID:64217,-0.08996481
777,HepG2_Epithelium_Liver | CTCF | ID:36602,-0.090021014
5006,Liver | NR2F2 | ID:63319,-0.09005002
7540,C4-2_Prostate | BRD4 | ID:82112,-0.09007039
1365,GM18505_Lymphoblastoid_Blood | STAG1 | ID:42383,-0.090090655
1962,GM18526_Lymphoblastoid_Blood | RELA | ID:45672,-0.09012192
9460,T-47D (Estradiol_10nM) | ERalpha | ENCODE,-0.09018378
8216,HEK293T_Epithelium_Embryonic_Kidney | U2AF1 | ID:86849,-0.09025141
8280,Keratinocyte | SMC1A | ID:87233,-0.09025702
5264,HEK293_Epithelium_Embryonic_Kidney | ZFP64 | ID:63982,-0.09026207
7273,293T | ZNF777 | ID:77043,-0.09027449
7136,HCT-116_Colon_cancer_cell_Colon | MYC | ID:76186,-0.09031007
